지역,항목,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.1,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.1,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.1,2018.11,2018.12,2019.01,2019.02,2019.03
인천광역시,전체,357,358,359,359,360,361,361,363,364,364,364,365,365,367,368,369,372,375,376,377,380,381,382,385,386,388,390,390,391,391,391,391,392,393,393,393,394,394,395
부평구,전체,346,347,347,347,347,347,349,353,356,357,357,357,357,357,357,357,359,359,359,362,366,366,366,367,367,369,371,373,376,376,377,378,380,382,382,382,388,388,392
연수구,전체,372,372,374,374,377,378,378,378,380,380,381,382,383,387,389,390,395,400,402,404,407,408,412,414,416,418,419,419,419,419,419,419,419,420,420,420,420,420,420
서구,전체,338,338,338,338,338,338,338,338,338,337,335,335,335,335,336,336,336,336,336,336,336,336,336,341,341,342,345,345,345,345,345,345,345,345,345,345,345,345,345
