지역,항목,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.1,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.1,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.1,2018.11,2018.12,2019.01,2019.02,2019.03
인천광역시,전체,413,414,415,418,420,422,422,423,423,424,425,426,427,429,437,438,439,441,444,447,448,448,450,451,451,452,453,453,453,454,455,456,457,458,459,459,459,459,459
연수구,전체,410,412,413,416,418,420,421,422,422,423,424,426,426,429,437,438,440,442,445,448,450,450,452,453,453,454,454,455,456,457,458,458,459,461,462,462,462,462,462
서구,전체,437,436,434,434,434,434,434,434,434,434,434,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,434,433,433,433,433,433,433,433,433,433,433,433,433
