읍면동,분양면적,총세대수,세대수,매매평균 ㎡당가(만원),노후도,역세권점수,전세평균 ㎡당가(만원),토지면적(km2),문화시설수,쇼핑시설수,스타벅스,,metro,culture,shop
논현고잔동,153.09,"1,622",116,300,9.05,4,191,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,164.69,"1,622",42,288,9.05,4,261,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,194.07,"1,622",52,283,9.05,4,259,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,111.22B,"1,298",240,319,9.05,4,259,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,142.98,"1,298",146,318,9.05,4,221,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,111.81A,"1,298",370,318,9.05,4,220,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,112.17C,"1,298",194,316,9.05,4,206,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,131,"1,298",152,309,9.05,4,191,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,153.2,"1,298",110,297,9.05,4,228,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,164.6,"1,298",40,295,9.05,4,212,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,194.41,"1,298",46,283,9.05,4,195,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,196.62,644,38,383,5.02,4,191,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,177.5,644,20,344,5.02,4,189,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,164.11,644,190,329,5.02,4,255,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,146.39,644,244,328,5.02,4,254,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,131.83,644,152,315,5.02,4,254,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,113.70C,"1,052",190,339,8,4,254,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,114.27D,"1,052",190,337,8,4,221,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,114.34A,"1,052",260,337,8,4,216,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,114.37B,"1,052",56,337,8,4,205,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,153.92,"1,052",76,325,8,4,254,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,134.39,"1,052",204,324,8,4,253,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,185.81,"1,052",76,299,8,4,253,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,114.02C,960,192,325,8,4,253,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,114.59D,960,192,323,8,4,255,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,114.66A,960,288,323,8,4,254,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,114.69B,960,288,323,8,4,254,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,113.61C,848,102,326,8,4,254,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,114.18D,848,102,324,8,4,249,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,114.25A,848,322,324,8,4,230,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,114.28B,848,322,324,8,4,210,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,250.45,810,68,345,7.1,4,207,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,221.27,810,66,328,7.1,4,250,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,196.07,810,338,306,7.1,4,246,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,161.61,810,338,303,7.1,4,211,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현동,239.14B,888,6,479,10.04,4,199,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,239.29A,888,8,478,10.04,4,199,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,239.38C,888,2,478,10.04,4,198,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,125.88A,888,366,296,10.04,4,231,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,126.13B,888,138,293,10.04,4,230,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,156.37,888,224,262,10.04,4,228,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,132.83,383,76,312,5.07,4,226,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,124.94,383,67,292,5.07,4,239,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,112.70B,383,113,280,5.07,4,239,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,113.17A,383,127,278,5.07,4,248,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,111.05B,95,57,304,5.07,4,248,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,111.09A,95,38,304,5.07,4,248,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,110.71F,872,49,287,9.06,4,246,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,110.73E,872,371,287,9.06,4,243,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,110.73D,872,224,287,9.06,4,242,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,111.68B,872,128,284,9.06,4,263,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,112.97A,872,96,279,9.06,4,263,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,113.72C,872,4,277,9.06,4,256,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,78.05C,785,40,327,12.06,4,255,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,78.42A,785,416,325,12.06,4,254,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,78.60B,785,39,324,12.06,4,205,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,70.25B,785,20,305,12.06,4,194,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,70.29A,785,270,304,12.06,4,192,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,69.42,"1,190",120,252,20.02,4,217,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,52.89,"1,252",134,265,20.02,4,206,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현동,76.03,"1,252",120,253,20.02,4,199,7.82,5,59,1,,0.511508951,0.639386189,7.544757033
논현고잔동,218.81,594,2,388,8.01,4,194,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,260.53,594,2,384,8.01,4,270,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,113.06B,594,60,323,8.01,4,269,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,113.44A,594,60,322,8.01,4,217,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,147.26,594,118,306,8.01,4,215,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,150.59,594,120,299,8.01,4,212,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,164.45,594,114,292,8.01,4,207,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
논현고잔동,182.33,594,118,274,8.01,4,197,10.5,4,35,1,,0.380952381,0.380952381,3.333333333
남촌도림동,77.13,98,98,169,17.01,0,117,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,66.11,132,66,144,27.07,0,79,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,69.42,132,6,137,27.07,0,76,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,79.33,132,24,136,27.07,0,72,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,62.81,132,12,123,27.07,0,68,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,79.33,421,219,240,20.06,0,202,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,109.09,421,202,211,20.06,0,160,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,76.03,319,134,247,20.03,0,197,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,109.09B,319,4,209,20.03,0,156,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,109.09A,319,103,209,20.03,0,156,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,142.14,319,78,171,20.03,0,134,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,79.33B,735,85,249,19.02,0,208,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,79.33A,735,170,249,19.02,0,208,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,105.78,735,346,222,19.02,0,180,9.76,1,13,0,,0,0.102459016,1.331967213
남촌도림동,152.06,735,134,189,19.02,0,132,9.76,1,13,0,,0,0.102459016,1.331967213
간석동,88.33A,587,174,337,4.01,5,122,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,88.34B,587,90,337,4.01,5,289,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,115.05C,587,98,298,4.01,5,289,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,115.06D,587,87,298,4.01,5,252,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,86.67A,792,88,340,4.01,5,252,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,98.44B,792,18,315,4.01,5,297,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,98.74A,792,50,314,4.01,5,289,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,98.74C,792,36,314,4.01,5,255,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,113.54A,792,183,304,4.01,5,348,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,115.02C,792,162,300,4.01,5,302,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,115.03DN,792,26,300,4.01,5,297,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,115.03D,792,128,300,4.01,5,296,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,115.32B,792,101,299,4.01,5,268,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,79.73,"2,432",487,423,10.1,5,263,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,112.56,"2,432",540,382,10.1,5,228,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,111.22B,"2,432",324,362,10.1,5,315,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,111.41A,"2,432",155,361,10.1,5,259,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,145.60B,"2,432",320,330,10.1,5,225,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,148.11A,"2,432",312,324,10.1,5,221,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,173.24,"2,432",294,286,10.1,5,212,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,74.52,922,334,376,14.03,5,210,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,109.93,922,488,305,14.03,5,184,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,144.3,922,100,260,14.03,5,159,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,76.03,180,26,256,19.03,5,189,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,79.33,180,16,246,19.03,5,175,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,82.64,180,21,236,19.03,5,132,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,105.78,180,78,225,19.03,5,159,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,128.92,180,26,196,19.03,5,158,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,79.33,464,186,249,24.02,5,157,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,105.78,464,238,222,24.02,5,255,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,62.81,192,84,195,29.07,5,241,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,76.03,192,84,194,29.07,5,239,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,82.64,192,24,194,29.07,5,234,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,85.95,760,180,314,29.07,5,231,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,52.89,760,96,312,29.07,5,205,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,66.11,760,148,306,29.07,5,224,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,72.72,760,148,303,29.07,5,211,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,62.81,760,96,302,29.07,5,209,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,102.47,760,92,288,29.07,5,200,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,56.19,630,150,303,30.02,5,189,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,76.03,630,120,303,30.02,5,328,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,92.56,630,180,278,30.02,5,259,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,102.47,630,120,271,30.02,5,250,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,119,630,60,239,30.02,5,225,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,77.66,"1,733",160,380,13.03,5,224,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,110.2,"1,733",988,318,13.03,5,192,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,102.35,"1,733",72,300,13.03,5,125,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,130.83B,"1,733",96,287,13.03,5,162,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,131.91A,"1,733",139,284,13.03,5,156,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,163.82,"1,733",278,244,13.03,5,145,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,76.03,62,38,207,23.06,5,125,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,109.09,62,16,190,23.06,5,118,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,72.72A,120,10,230,36,5,115,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,72.72,120,75,230,36,5,303,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,79.33A,120,30,217,36,5,244,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,79.33,120,5,217,36,5,132,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,95.86,354,78,206,24,5,129,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,105.78,354,138,199,24,5,253,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,85.95,354,138,186,24,5,251,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,76.03,50,20,201,33.05,5,221,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,76.03,270,73,349,14.07,5,219,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,104.31,270,197,288,14.07,5,183,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,66.11,122,122,212,35,5,127,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,79.33,137,117,224,18.06,5,122,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,56.19,137,20,187,18.06,5,211,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,84.89A,715,18,296,11.04,5,203,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,85.63B,715,125,294,11.04,5,203,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,109.47,715,450,263,11.04,5,182,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,106.5,715,80,261,11.04,5,137,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,141.85,715,42,225,11.04,5,125,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,72.72,"1,050",210,268,28.05,5,134,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,92.56,"1,050",390,262,28.05,5,122,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,105.78,"1,050",360,251,28.05,5,120,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,132.23,"1,050",90,212,28.05,5,120,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,76.03,108,54,194,26.05,5,128,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,58.31A,600,77,262,37.08,5,194,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,58.35B,600,7,261,37.08,5,194,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,58.68C,600,1,260,37.08,5,192,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,58.81D,600,11,259,37.08,5,191,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,64.36,600,36,256,37.08,5,191,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,64.59A,600,12,255,37.08,5,191,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,65.15B,600,85,253,37.08,5,190,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,65.46D,600,188,252,37.08,5,189,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,65.52E,600,18,252,37.08,5,186,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,65.59C,600,11,252,37.08,5,185,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,65.85F,600,32,251,37.08,5,178,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,66.02G,600,2,250,37.08,5,178,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,67.13H,600,60,246,37.08,5,178,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,67.39I,600,12,245,37.08,5,163,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,109.42A,600,33,206,37.08,5,163,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,109.56B,600,14,205,37.08,5,162,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,109.68C,600,1,205,37.08,5,162,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,109.09,84,84,190,12.05,5,119,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,105.78,390,270,239,27.04,5,180,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,148.76,390,120,185,27.04,5,141,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,101.39,649,274,306,15.08,5,266,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,95.86,649,19,287,15.08,5,256,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,122.37,649,160,262,15.08,5,229,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,140.59,649,110,235,15.08,5,188,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
간석동,158.99,649,86,217,15.08,5,186,4.19,3,88,1,,1.193317422,0.715990453,21.00238663
만석동,101.25B,178,20,240,4.06,0,152,1.15,0,1,0,,0,0,0.869565217
만석동,101.60A,178,42,239,4.06,0,151,1.15,0,1,0,,0,0,0.869565217
만석동,112.47B,178,65,222,4.06,0,71,1.15,0,1,0,,0,0,0.869565217
만석동,113.05A,178,23,221,4.06,0,61,1.15,0,1,0,,0,0,0.869565217
만석동,115.15A,"1,273",98,187,16.01,0,50,1.15,0,1,0,,0,0,0.869565217
만석동,116.05B,"1,273",54,185,16.01,0,61,1.15,0,1,0,,0,0,0.869565217
만석동,49.58,100,95,141,31.11,0,158,1.15,0,1,0,,0,0,0.869565217
만석동,49.58,70,70,131,27.04,0,145,1.15,0,1,0,,0,0,0.869565217
만석동,49.58,125,125,131,33.01,0,153,1.15,0,1,0,,0,0,0.869565217
만석동,49.58A,100,5,141,31.11,0,150,1.15,0,1,0,,0,0,0.869565217
만석동,69.42,"1,273",83,187,16.01,0,150,1.15,0,1,0,,0,0,0.869565217
만석동,76.03,"1,273",122,171,16.01,0,149,1.15,0,1,0,,0,0,0.869565217
만석동,85.08B,"1,273",231,188,16.01,0,,1.15,0,1,0,,0,0,0.869565217
만석동,86.54A,"1,273",34,185,16.01,0,,1.15,0,1,0,,0,0,0.869565217
만석동,86.54C,"1,273",485,185,16.01,0,,1.15,0,1,0,,0,0,0.869565217
만석동,87.53D,"1,273",166,183,16.01,0,,1.15,0,1,0,,0,0,0.869565217
송림동,79.33,94,94,145,26.02,0,69,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,83.57A1,863,72,221,8.01,0,185,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,84.01A,863,107,220,8.01,0,185,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,84.34C,863,100,219,8.01,0,184,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,85.32B,863,180,217,8.01,0,182,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,142.90B,863,24,213,8.01,0,155,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,143.33C,863,19,213,8.01,0,155,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,144.59A,863,46,211,8.01,0,154,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,112.91E,863,122,208,8.01,0,153,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,113.19C,863,51,208,8.01,0,152,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,113.34A,863,38,207,8.01,0,145,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,114.74B,863,41,205,8.01,0,129,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,115.36D,863,57,204,8.01,0,129,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,120.62,863,6,195,8.01,0,128,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,85.95A,264,12,128,40.12,0,84,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,85.95,264,120,128,40.12,0,84,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,112.39,264,132,125,40.12,0,80,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,83.10C,"1,011",49,247,9.04,0,220,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,83.10B,"1,011",224,247,9.04,0,220,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,83.10A,"1,011",224,247,9.04,0,220,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,117.35,"1,011",417,222,9.04,0,175,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,149.75,"1,011",97,197,9.04,0,157,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,79.33,98,98,202,20.01,0,110,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,79.33,235,115,208,19.03,0,158,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,112.39,235,120,169,19.03,0,120,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,77.69,"1,355",494,274,10.02,0,238,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,56,"1,355",90,259,10.02,0,205,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,110.85,"1,355",603,235,10.02,0,203,2.38,4,18,1,,0,1.680672269,7.56302521
송림동,146.18,"1,355",168,209,10.02,0,171,2.38,4,18,1,,0,1.680672269,7.56302521
송현동,82.64,114,108,145,24.03,1,82,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,92.56,"1,140",360,197,28.07,1,162,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,102.47,"1,140",240,190,28.07,1,147,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,56.19,"1,140",120,187,28.07,1,136,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,49.58,"1,140",150,174,28.07,1,133,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,82.64,"1,140",150,169,28.07,1,124,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,72.72,"1,140",120,168,28.07,1,117,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,95.86,264,96,146,35.03,1,92,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,79.33,264,120,132,35.03,1,82,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,62.81,264,48,119,35.03,1,78,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,76.03,432,108,184,30.02,1,141,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,56.19,432,144,178,30.02,1,133,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,42.97,432,180,165,30.02,1,116,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,79.33,90,40,145,33.05,1,62,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,72.72,90,50,138,33.05,1,57,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,52.89,"2,711",88,265,15.08,1,217,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,105.78,"2,711",884,251,15.08,1,209,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,69.42,"2,711",429,238,15.08,1,204,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,89.25,"2,711",4,227,15.08,1,203,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,99.17,"2,711",261,227,15.08,1,202,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,85.95,"2,711","1,045",227,15.08,1,197,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,79.41,386,294,283,15,1,227,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,109.35,386,92,256,15,1,206,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,80.7,354,184,223,15,1,167,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,58.64,354,29,196,15,1,145,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,73.52A,354,113,194,15,1,143,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,74.37B,354,28,192,15,1,141,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,56.19,500,50,231,36.11,1,76,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,33.05,500,250,227,36.11,1,61,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,49.58,500,80,222,36.11,1,58,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,42.97,500,120,221,36.11,1,53,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,62.81,400,130,183,35.08,1,123,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,46.28,400,270,162,35.08,1,81,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,105.78,575,60,161,25.07,1,102,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,89.25,575,29,157,25.07,1,99,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,92.56,575,30,157,25.07,1,96,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,79.33,575,29,151,25.07,1,96,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,82.64,575,30,151,25.07,1,88,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,99.17B,575,30,151,25.07,1,86,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,99.17A,575,29,151,25.07,1,86,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
송현동,69.42,575,30,151,25.07,1,86,2.55,2,7,0,,0.392156863,0.784313725,2.745098039
