구시군,읍면동,아파트명,입주년도,분양면적,총세대수,세대수,매매평균..당가.만원.,X3.3.당가.만원.,노후도,역세권점수,전세평균..당가.만원.,토지면적.km2.,문화시설수,쇼핑시설수,스타벅스
남동구,구월동,정광,1985.03,82.64,70,30,169,560,33.09,4,85,5.42,11,118,6
남동구,구월동,중앙,1984.04,95.86,40,35,170,560.4,34.08,4,68,5.42,11,118,6
남동구,구월동,중앙,1984.04,102.47,40,5,168,556.5,34.08,4,63,5.42,11,118,6
남동구,구월동,팬더,1991.1,92.56,946,240,246,812.5,27.02,4,205,5.42,11,118,6
남동구,구월동,팬더,1991.1,102.47,946,706,244,806.5,27.02,4,200,5.42,11,118,6
남동구,구월동,해창,1984.02,69.42,150,30,180,595.3,34.1,4,92,5.42,11,118,6
남동구,구월동,해창,1984.02,89.25,150,40,167,551.9,34.1,4,92,5.42,11,118,6
남동구,구월동,해창,1984.02,92.56,150,40,166,549.1,34.1,4,88,5.42,11,118,6
남동구,구월동,해창,1984.02,79.33,150,40,158,520.9,34.1,4,76,5.42,11,118,6
남동구,구월동,현광(1259-14),1987.09,56.19,40,20,147,485.4,31.03,4,58,5.42,11,118,6
남동구,구월동,희망,1983.05,69.42,145,140,194,642.9,35.07,4,91,5.42,11,118,6
남동구,구월동,희망,1983.05,82.64,145,5,182,600,35.07,4,90,5.42,11,118,6
남동구,논현동,단풍마을뜨란채11단지,2006.08,106.06,898,92,285,942.9,12.04,4,236,7.82,5,59,1
남동구,논현동,단풍마을뜨란채11단지,2006.08,106.27,898,90,285,941,12.04,4,235,7.82,5,59,1
남동구,논현동,단풍마을뜨란채11단지,2006.08,106.551,898,200,284,938.5,12.04,4,235,7.82,5,59,1
남동구,논현동,단풍마을뜨란채11단지,2006.08,106.57,898,236,284,938.4,12.04,4,235,7.82,5,59,1
남동구,논현동,단풍마을뜨란채11단지,2006.08,106.822,898,40,283,936.2,12.04,4,234,7.82,5,59,1
남동구,논현동,단풍마을뜨란채11단지,2006.08,106.82,898,80,283,936.2,12.04,4,234,7.82,5,59,1
남동구,논현동,단풍마을뜨란채11단지,2006.08,106.82,898,160,283,936.2,12.04,4,234,7.82,5,59,1
남동구,논현동,동산마을뜨란채8단지,2006.08,107.55,833,749,281,929.8,12.04,4,237,7.82,5,59,1
남동구,논현동,동산마을뜨란채8단지,2006.08,107.66,833,84,281,928.9,12.04,4,237,7.82,5,59,1
남동구,논현동,소래풍림,2000.03,79.33,1517,616,258,854.3,18.09,4,230,7.82,5,59,1
남동구,논현동,신영지웰,2007.08,260.03,985,17,356,1176,11.04,4,188,7.82,5,59,1
남동구,논현동,신영지웰,2007.08,239.43,985,10,334,1104.6,11.04,4,250,7.82,5,59,1
남동구,논현동,신영지웰,2007.08,121.96,985,460,303,1002.9,11.04,4,191,7.82,5,59,1
남동구,논현동,신영지웰,2007.08,161.9,985,378,247,816.8,11.04,4,244,7.82,5,59,1
남동구,논현동,신일해피트리,2007.05,230.09,828,4,348,1149.4,11.07,4,215,7.82,5,59,1
남동구,논현동,신일해피트리,2007.05,127.08,828,164,283,936.5,11.07,4,205,7.82,5,59,1
남동구,논현동,신일해피트리,2007.05,146.59,828,172,266,879.5,11.07,4,188,7.82,5,59,1
남동구,논현동,신일해피트리,2007.05,161.32,828,400,251,829.9,11.07,4,231,7.82,5,59,1
남동구,논현동,어진6단지한화꿈에그린,2007.12,131.78,982,208,281,928.2,11,4,207,7.82,5,59,1
남동구,논현동,어진6단지한화꿈에그린,2007.12,161.78,982,100,250,827.6,11,4,204,7.82,5,59,1
남동구,논현동,어진6단지한화꿈에그린,2007.12,154.19,982,198,246,814.7,11,4,204,7.82,5,59,1
남동구,논현동,어진6단지한화꿈에그린,2007.12,154.28,982,376,246,814.2,11,4,248,7.82,5,59,1
남동구,논현고잔동,에코메트로10단지한화꿈에그린,2010.12,250.83,556,60,329,1087.3,8,4,243,10.5,4,35,1
남동구,논현고잔동,에코메트로10단지한화꿈에그린,2010.12,221.44,556,62,327,1082.3,8,4,242,10.5,4,35,1
남동구,논현고잔동,에코메트로10단지한화꿈에그린,2010.12,154.87,556,208,320,1056.6,8,4,235,10.5,4,35,1
남동구,논현고잔동,에코메트로10단지한화꿈에그린,2010.12,186.97,556,226,308,1016.7,8,4,259,10.5,4,35,1
남동구,논현고잔동,에코메트로11단지한화꿈에그린,2009.07,111.83,1622,518,326,1079,9.05,4,258,10.5,4,35,1
남동구,논현고잔동,에코메트로11단지한화꿈에그린,2009.07,112.19,1622,206,316,1046,9.05,4,247,10.5,4,35,1
남동구,논현고잔동,에코메트로11단지한화꿈에그린,2009.07,142.89,1622,154,308,1018,9.05,4,220,10.5,4,35,1
남동구,논현고잔동,에코메트로11단지한화꿈에그린,2009.07,111.23,1622,360,306,1010.5,9.05,4,220,10.5,4,35,1
남동구,논현고잔동,에코메트로11단지한화꿈에그린,2009.07,131.77,1622,174,304,1003.5,9.05,4,206,10.5,4,35,1
남동구,논현고잔동,에코메트로11단지한화꿈에그린,2009.07,153.09,1622,116,300,993.3,9.05,4,191,10.5,4,35,1
남동구,논현고잔동,에코메트로11단지한화꿈에그린,2009.07,164.69,1622,42,288,953.5,9.05,4,261,10.5,4,35,1
남동구,논현고잔동,에코메트로11단지한화꿈에그린,2009.07,194.07,1622,52,283,936.9,9.05,4,259,10.5,4,35,1
남동구,논현고잔동,에코메트로12단지한화꿈에그린,2009.07,111.22,1298,240,319,1055.2,9.05,4,259,10.5,4,35,1
남동구,논현고잔동,에코메트로12단지한화꿈에그린,2009.07,142.98,1298,146,318,1052,9.05,4,221,10.5,4,35,1
남동구,논현고잔동,에코메트로12단지한화꿈에그린,2009.07,111.81,1298,370,318,1049.6,9.05,4,220,10.5,4,35,1
남동구,논현고잔동,에코메트로12단지한화꿈에그린,2009.07,112.17,1298,194,316,1046.2,9.05,4,206,10.5,4,35,1
남동구,논현고잔동,에코메트로12단지한화꿈에그린,2009.07,131,1298,152,309,1022,9.05,4,191,10.5,4,35,1
남동구,논현고잔동,에코메트로12단지한화꿈에그린,2009.07,153.2,1298,110,297,981.8,9.05,4,228,10.5,4,35,1
남동구,논현고잔동,에코메트로12단지한화꿈에그린,2009.07,164.6,1298,40,295,974.1,9.05,4,212,10.5,4,35,1
남동구,논현고잔동,에코메트로12단지한화꿈에그린,2009.07,194.41,1298,46,283,935.2,9.05,4,195,10.5,4,35,1
남동구,논현고잔동,에코메트로3차더타워,2013.1,196.62,644,38,383,1265.2,5.02,4,191,10.5,4,35,1
남동구,논현고잔동,에코메트로3차더타워,2013.1,177.5,644,20,344,1136.1,5.02,4,189,10.5,4,35,1
남동구,논현고잔동,에코메트로3차더타워,2013.1,164.11,644,190,329,1087.8,5.02,4,255,10.5,4,35,1
남동구,논현고잔동,에코메트로3차더타워,2013.1,146.39,644,244,328,1083.9,5.02,4,254,10.5,4,35,1
남동구,논현고잔동,에코메트로3차더타워,2013.1,131.83,644,152,315,1040.7,5.02,4,254,10.5,4,35,1
남동구,논현고잔동,에코메트로5단지한화꿈에그린,2010.12,113.7,1052,190,339,1119.4,8,4,254,10.5,4,35,1
남동구,논현고잔동,에코메트로5단지한화꿈에그린,2010.12,114.27,1052,190,337,1113.8,8,4,221,10.5,4,35,1
남동구,논현고잔동,에코메트로5단지한화꿈에그린,2010.12,114.34,1052,260,337,1113.1,8,4,216,10.5,4,35,1
남동구,논현고잔동,에코메트로5단지한화꿈에그린,2010.12,114.37,1052,56,337,1112.8,8,4,205,10.5,4,35,1
남동구,논현고잔동,에코메트로5단지한화꿈에그린,2010.12,153.92,1052,76,325,1073.9,8,4,254,10.5,4,35,1
남동구,논현고잔동,에코메트로5단지한화꿈에그린,2010.12,134.39,1052,204,324,1070,8,4,253,10.5,4,35,1
남동구,논현고잔동,에코메트로5단지한화꿈에그린,2010.12,185.81,1052,76,299,987.4,8,4,253,10.5,4,35,1
남동구,논현고잔동,에코메트로6단지한화꿈에그린,2010.12,114.02,960,192,325,1072.7,8,4,253,10.5,4,35,1
남동구,논현고잔동,에코메트로6단지한화꿈에그린,2010.12,114.59,960,192,323,1067.4,8,4,255,10.5,4,35,1
남동구,논현고잔동,에코메트로6단지한화꿈에그린,2010.12,114.66,960,288,323,1066.8,8,4,254,10.5,4,35,1
남동구,논현고잔동,에코메트로6단지한화꿈에그린,2010.12,114.69,960,288,323,1066.5,8,4,254,10.5,4,35,1
남동구,논현고잔동,에코메트로7단지한화꿈에그린,2010.12,113.61,848,102,326,1076.6,8,4,254,10.5,4,35,1
남동구,논현고잔동,에코메트로7단지한화꿈에그린,2010.12,114.18,848,102,324,1071.2,8,4,249,10.5,4,35,1
남동구,논현고잔동,에코메트로7단지한화꿈에그린,2010.12,114.25,848,322,324,1070.6,8,4,230,10.5,4,35,1
남동구,논현고잔동,에코메트로7단지한화꿈에그린,2010.12,114.28,848,322,324,1070.3,8,4,210,10.5,4,35,1
남동구,논현고잔동,에코메트로9단지한화꿈에그린,2011.02,250.45,810,68,345,1141.8,7.1,4,207,10.5,4,35,1
남동구,논현고잔동,에코메트로9단지한화꿈에그린,2011.02,221.27,810,66,328,1083.2,7.1,4,250,10.5,4,35,1
남동구,논현고잔동,에코메트로9단지한화꿈에그린,2011.02,196.07,810,338,306,1011.6,7.1,4,246,10.5,4,35,1
남동구,논현고잔동,에코메트로9단지한화꿈에그린,2011.02,161.61,810,338,303,1002.3,7.1,4,211,10.5,4,35,1
남동구,논현동,웰카운티,2008.08,239.14,888,6,479,1582.8,10.04,4,199,7.82,5,59,1
남동구,논현동,웰카운티,2008.08,239.29,888,8,478,1581.8,10.04,4,199,7.82,5,59,1
남동구,논현동,웰카운티,2008.08,239.38,888,2,478,1581.2,10.04,4,198,7.82,5,59,1
남동구,논현동,웰카운티,2008.08,125.88,888,366,296,978.2,10.04,4,231,7.82,5,59,1
남동구,논현동,웰카운티,2008.08,126.13,888,138,293,969.8,10.04,4,230,7.82,5,59,1
남동구,논현동,웰카운티,2008.08,156.37,888,224,262,866.8,10.04,4,228,7.82,5,59,1
남동구,논현동,유호N-CITY1단지,2013.05,132.83,383,76,312,1032.8,5.07,4,226,7.82,5,59,1
남동구,논현동,유호N-CITY1단지,2013.05,124.94,383,67,292,965.8,5.07,4,239,7.82,5,59,1
남동구,논현동,유호N-CITY1단지,2013.05,112.7,383,113,280,924,5.07,4,239,7.82,5,59,1
남동구,논현동,유호N-CITY1단지,2013.05,113.17,383,127,278,920.1,5.07,4,248,7.82,5,59,1
남동구,논현동,유호N-CITY2단지,2013.05,111.05,95,57,304,1004.7,5.07,4,248,7.82,5,59,1
남동구,논현동,유호N-CITY2단지,2013.05,111.09,95,38,304,1004.3,5.07,4,248,7.82,5,59,1
남동구,논현동,인천논현휴먼시아숲속마을1단지,2009.06,110.71,872,49,287,948.1,9.06,4,246,7.82,5,59,1
남동구,논현동,인천논현휴먼시아숲속마을1단지,2009.06,110.73,872,371,287,947.9,9.06,4,243,7.82,5,59,1
남동구,논현동,인천논현휴먼시아숲속마을1단지,2009.06,110.73,872,224,287,947.9,9.06,4,242,7.82,5,59,1
남동구,논현동,인천논현휴먼시아숲속마을1단지,2009.06,111.68,872,128,284,939.8,9.06,4,263,7.82,5,59,1
남동구,논현동,인천논현휴먼시아숲속마을1단지,2009.06,112.97,872,96,279,921.8,9.06,4,263,7.82,5,59,1
남동구,논현동,인천논현휴먼시아숲속마을1단지,2009.06,113.72,872,4,277,915.7,9.06,4,256,7.82,5,59,1
남동구,논현동,주공13단지,2006.06,78.05,785,40,327,1080,12.06,4,255,7.82,5,59,1
남동구,논현동,주공13단지,2006.06,78.42,785,416,325,1075,12.06,4,254,7.82,5,59,1
남동구,논현동,주공13단지,2006.06,78.6,785,39,324,1072.5,12.06,4,205,7.82,5,59,1
남동구,논현동,주공13단지,2006.06,70.25,785,20,305,1007,12.06,4,194,7.82,5,59,1
남동구,논현동,주공13단지,2006.06,70.29,785,270,304,1006.5,12.06,4,192,7.82,5,59,1
남동구,논현동,주공1단지,1998.1,69.42,1190,120,252,833.4,20.02,4,217,7.82,5,59,1
남동구,논현동,주공2단지,1998.1,52.89,1252,134,265,875,20.02,4,206,7.82,5,59,1
남동구,논현동,주공2단지,1998.1,76.03,1252,120,253,837,20.02,4,199,7.82,5,59,1
남동구,논현고잔동,힐스테이트,2010.11,218.81,594,2,388,1284.2,8.01,4,194,10.5,4,35,1
남동구,논현고잔동,힐스테이트,2010.11,260.53,594,2,384,1268.9,8.01,4,270,10.5,4,35,1
남동구,논현고잔동,힐스테이트,2010.11,113.06,594,60,323,1067.2,8.01,4,269,10.5,4,35,1
남동구,논현고잔동,힐스테이트,2010.11,113.44,594,60,322,1063.7,8.01,4,217,10.5,4,35,1
남동구,논현고잔동,힐스테이트,2010.11,147.26,594,118,306,1010.2,8.01,4,215,10.5,4,35,1
남동구,논현고잔동,힐스테이트,2010.11,150.59,594,120,299,987.9,8.01,4,212,10.5,4,35,1
남동구,논현고잔동,힐스테이트,2010.11,164.45,594,114,292,964.9,8.01,4,207,10.5,4,35,1
남동구,논현고잔동,힐스테이트,2010.11,182.33,594,118,274,906.5,8.01,4,197,10.5,4,35,1
남동구,남촌도림동,삼호,2001.11,77.13,98,98,169,557.2,17.01,0,117,9.76,1,13,0
남동구,남촌도림동,청호,1991.05,66.11,132,66,144,475,27.07,0,79,9.76,1,13,0
남동구,남촌도림동,청호,1991.05,69.42,132,6,137,452.4,27.07,0,76,9.76,1,13,0
남동구,남촌도림동,청호,1991.05,79.33,132,24,136,448,27.07,0,72,9.76,1,13,0
남동구,남촌도림동,청호,1991.05,62.81,132,12,123,407.9,27.07,0,68,9.76,1,13,0
남동구,남촌도림동,풍림1차,1998.06,79.33,421,219,240,791.8,20.06,0,202,9.76,1,13,0
남동구,남촌도림동,풍림1차,1998.06,109.09,421,202,211,697,20.06,0,160,9.76,1,13,0
남동구,남촌도림동,풍림2차,1998.09,76.03,319,134,247,815.3,20.03,0,197,9.76,1,13,0
남동구,남촌도림동,풍림2차,1998.09,109.09,319,4,209,689.4,20.03,0,156,9.76,1,13,0
남동구,남촌도림동,풍림2차,1998.09,109.09,319,103,209,689.4,20.03,0,156,9.76,1,13,0
남동구,남촌도림동,풍림2차,1998.09,142.14,319,78,171,564,20.03,0,134,9.76,1,13,0
남동구,남촌도림동,풍림3차,1999.1,79.33,735,85,249,823,19.02,0,208,9.76,1,13,0
남동구,남촌도림동,풍림3차,1999.1,79.33,735,170,249,823,19.02,0,208,9.76,1,13,0
남동구,남촌도림동,풍림3차,1999.1,105.78,735,346,222,734.4,19.02,0,180,9.76,1,13,0
남동구,남촌도림동,풍림3차,1999.1,152.06,735,134,189,625,19.02,0,132,9.76,1,13,0
남동구,간석동,간석LH1단지,2014.11,88.33,587,174,337,1113.4,4.01,5,122,4.19,3,88,1
남동구,간석동,간석LH1단지,2014.11,88.34,587,90,337,1113.3,4.01,5,289,4.19,3,88,1
남동구,간석동,간석LH1단지,2014.11,115.05,587,98,298,984.1,4.01,5,289,4.19,3,88,1
남동구,간석동,간석LH1단지,2014.11,115.06,587,87,298,984,4.01,5,252,4.19,3,88,1
남동구,간석동,간석LH2단지,2014.11,86.67,792,88,340,1125.2,4.01,5,252,4.19,3,88,1
남동구,간석동,간석LH2단지,2014.11,98.44,792,18,315,1041,4.01,5,297,4.19,3,88,1
남동구,간석동,간석LH2단지,2014.11,98.74,792,50,314,1037.9,4.01,5,289,4.19,3,88,1
남동구,간석동,간석LH2단지,2014.11,98.74,792,36,314,1037.9,4.01,5,255,4.19,3,88,1
남동구,간석동,간석LH2단지,2014.11,113.54,792,183,304,1004.5,4.01,5,348,4.19,3,88,1
남동구,간석동,간석LH2단지,2014.11,115.02,792,162,300,991.6,4.01,5,302,4.19,3,88,1
남동구,간석동,간석LH2단지,2014.11,115.03,792,26,300,991.5,4.01,5,297,4.19,3,88,1
남동구,간석동,간석LH2단지,2014.11,115.03,792,128,300,991.5,4.01,5,296,4.19,3,88,1
남동구,간석동,간석LH2단지,2014.11,115.32,792,101,299,989,4.01,5,268,4.19,3,88,1
남동구,간석동,간석래미안자이,2008.02,79.73,2432,487,423,1399.4,10.1,5,263,4.19,3,88,1
남동구,간석동,간석래미안자이,2008.02,112.56,2432,540,382,1262.9,10.1,5,228,4.19,3,88,1
남동구,간석동,간석래미안자이,2008.02,111.22,2432,324,362,1196.4,10.1,5,315,4.19,3,88,1
남동구,간석동,간석래미안자이,2008.02,111.41,2432,155,361,1194.3,10.1,5,259,4.19,3,88,1
남동구,간석동,간석래미안자이,2008.02,145.6,2432,320,330,1089.8,10.1,5,225,4.19,3,88,1
남동구,간석동,간석래미안자이,2008.02,148.11,2432,312,324,1071.4,10.1,5,221,4.19,3,88,1
남동구,간석동,간석래미안자이,2008.02,173.24,2432,294,286,944.6,10.1,5,212,4.19,3,88,1
남동구,간석동,간석마을풍림아이원,2004.09,74.52,922,334,376,1242.1,14.03,5,210,4.19,3,88,1
남동구,간석동,간석마을풍림아이원,2004.09,109.93,922,488,305,1007.4,14.03,5,184,4.19,3,88,1
남동구,간석동,간석마을풍림아이원,2004.09,144.3,922,100,260,859.1,14.03,5,159,4.19,3,88,1
남동구,간석동,간석이삭,1999.09,76.03,180,26,256,847.9,19.03,5,189,4.19,3,88,1
남동구,간석동,간석이삭,1999.09,79.33,180,16,246,812.6,19.03,5,175,4.19,3,88,1
남동구,간석동,간석이삭,1999.09,82.64,180,21,236,780,19.03,5,132,4.19,3,88,1
남동구,간석동,간석이삭,1999.09,105.78,180,78,225,742.2,19.03,5,159,4.19,3,88,1
남동구,간석동,간석이삭,1999.09,128.92,180,26,196,647.5,19.03,5,158,4.19,3,88,1
남동구,간석동,간석태화,1994.1,79.33,464,186,249,823,24.02,5,157,4.19,3,88,1
남동구,간석동,간석태화,1994.1,105.78,464,238,222,734.4,24.02,5,255,4.19,3,88,1
남동구,간석동,광명10차,1989.05,62.81,192,84,195,644.7,29.07,5,241,4.19,3,88,1
남동구,간석동,광명10차,1989.05,76.03,192,84,194,641.3,29.07,5,239,4.19,3,88,1
남동구,간석동,광명10차,1989.05,82.64,192,24,194,640,29.07,5,234,4.19,3,88,1
남동구,간석동,극동,1989.05,85.95,760,180,314,1038.5,29.07,5,231,4.19,3,88,1
남동구,간석동,극동,1989.05,52.89,760,96,312,1031.3,29.07,5,205,4.19,3,88,1
남동구,간석동,극동,1989.05,66.11,760,148,306,1012.6,29.07,5,224,4.19,3,88,1
남동구,간석동,극동,1989.05,72.72,760,148,303,1000.1,29.07,5,211,4.19,3,88,1
남동구,간석동,극동,1989.05,62.81,760,96,302,1000,29.07,5,209,4.19,3,88,1
남동구,간석동,극동,1989.05,102.47,760,92,288,951.7,29.07,5,200,4.19,3,88,1
남동구,간석동,금호,1988.1,56.19,630,150,303,1000.2,30.02,5,189,4.19,3,88,1
남동구,간석동,금호,1988.1,76.03,630,120,303,1000,30.02,5,328,4.19,3,88,1
남동구,간석동,금호,1988.1,92.56,630,180,278,919.7,30.02,5,259,4.19,3,88,1
남동구,간석동,금호,1988.1,102.47,630,120,271,895.2,30.02,5,250,4.19,3,88,1
남동구,간석동,금호,1988.1,119,630,60,239,791.7,30.02,5,225,4.19,3,88,1
남동구,간석동,금호어울림,2005.09,77.66,1733,160,380,1255.7,13.03,5,224,4.19,3,88,1
남동구,간석동,금호어울림,2005.09,110.2,1733,988,318,1049.9,13.03,5,192,4.19,3,88,1
남동구,간석동,금호어울림,2005.09,102.35,1733,72,300,993.2,13.03,5,125,4.19,3,88,1
남동구,간석동,금호어울림,2005.09,130.83,1733,96,287,947.5,13.03,5,162,4.19,3,88,1
남동구,간석동,금호어울림,2005.09,131.91,1733,139,284,939.8,13.03,5,156,4.19,3,88,1
남동구,간석동,금호어울림,2005.09,163.82,1733,278,244,807.2,13.03,5,145,4.19,3,88,1
남동구,간석동,덕산,1995.06,76.03,62,38,207,684.8,23.06,5,125,4.19,3,88,1
남동구,간석동,덕산,1995.06,109.09,62,16,190,627.3,23.06,5,118,4.19,3,88,1
남동구,간석동,동국,1982.12,72.72,120,10,230,761.4,36,5,115,4.19,3,88,1
남동구,간석동,동국,1982.12,72.72,120,75,230,761.4,36,5,303,4.19,3,88,1
남동구,간석동,동국,1982.12,79.33,120,30,217,718.8,36,5,244,4.19,3,88,1
남동구,간석동,동국,1982.12,79.33,120,5,217,718.8,36,5,132,4.19,3,88,1
남동구,간석동,두진,1994.12,95.86,354,78,206,681.1,24,5,129,4.19,3,88,1
남동구,간석동,두진,1994.12,105.78,354,138,199,656.3,24,5,253,4.19,3,88,1
남동구,간석동,두진,1994.12,85.95,354,138,186,615.4,24,5,251,4.19,3,88,1
남동구,간석동,삼익목화,1985.07,76.03,50,20,201,665.2,33.05,5,221,4.19,3,88,1
남동구,간석동,서해그랑블,2004.05,76.03,270,73,349,1152.2,14.07,5,219,4.19,3,88,1
남동구,간석동,서해그랑블,2004.05,104.31,270,197,288,950.8,14.07,5,183,4.19,3,88,1
남동구,간석동,성락,1983.12,66.11,122,122,212,700.1,35,5,127,4.19,3,88,1
남동구,간석동,세종보라,2000.06,79.33,137,117,224,739.7,18.06,5,122,4.19,3,88,1
남동구,간석동,세종보라,2000.06,56.19,137,20,187,617.7,18.06,5,211,4.19,3,88,1
남동구,간석동,신동아파밀리에,2007.08,84.89,715,18,296,979.4,11.04,5,203,4.19,3,88,1
남동구,간석동,신동아파밀리에,2007.08,85.63,715,125,294,970.9,11.04,5,203,4.19,3,88,1
남동구,간석동,신동아파밀리에,2007.08,109.47,715,450,263,868.2,11.04,5,182,4.19,3,88,1
남동구,간석동,신동아파밀리에,2007.08,106.5,715,80,261,861.4,11.04,5,137,4.19,3,88,1
남동구,간석동,신동아파밀리에,2007.08,141.85,715,42,225,743.4,11.04,5,125,4.19,3,88,1
남동구,간석동,우성,1990.07,72.72,1050,210,268,886.5,28.05,5,134,4.19,3,88,1
남동구,간석동,우성,1990.07,92.56,1050,390,262,866.1,28.05,5,122,4.19,3,88,1
남동구,간석동,우성,1990.07,105.78,1050,360,251,828.2,28.05,5,120,4.19,3,88,1
남동구,간석동,우성,1990.07,132.23,1050,90,212,700,28.05,5,120,4.19,3,88,1
남동구,간석동,우성2차,1992.07,76.03,108,54,194,641.3,26.05,5,128,4.19,3,88,1
남동구,간석동,한진,1981.04,58.31,600,77,262,864.6,37.08,5,194,4.19,3,88,1
남동구,간석동,한진,1981.04,58.35,600,7,261,864,37.08,5,194,4.19,3,88,1
남동구,간석동,한진,1981.04,58.68,600,1,260,859.1,37.08,5,192,4.19,3,88,1
남동구,간석동,한진,1981.04,58.81,600,11,259,857.2,37.08,5,191,4.19,3,88,1
남동구,간석동,한진,1981.04,64.36,600,36,256,847.5,37.08,5,191,4.19,3,88,1
남동구,간석동,한진,1981.04,64.59,600,12,255,844.5,37.08,5,191,4.19,3,88,1
남동구,간석동,한진,1981.04,65.15,600,85,253,837.2,37.08,5,190,4.19,3,88,1
남동구,간석동,한진,1981.04,65.46,600,188,252,833.3,37.08,5,189,4.19,3,88,1
남동구,간석동,한진,1981.04,65.52,600,18,252,832.5,37.08,5,186,4.19,3,88,1
남동구,간석동,한진,1981.04,65.59,600,11,252,831.6,37.08,5,185,4.19,3,88,1
남동구,간석동,한진,1981.04,65.85,600,32,251,828.3,37.08,5,178,4.19,3,88,1
남동구,간석동,한진,1981.04,66.02,600,2,250,826.2,37.08,5,178,4.19,3,88,1
남동구,간석동,한진,1981.04,67.13,600,60,246,812.5,37.08,5,178,4.19,3,88,1
남동구,간석동,한진,1981.04,67.39,600,12,245,809.4,37.08,5,163,4.19,3,88,1
남동구,간석동,한진,1981.04,109.42,600,33,206,679.8,37.08,5,163,4.19,3,88,1
남동구,간석동,한진,1981.04,109.56,600,14,205,678.9,37.08,5,162,4.19,3,88,1
남동구,간석동,한진,1981.04,109.68,600,1,205,678.2,37.08,5,162,4.19,3,88,1
남동구,간석동,행복마을누리움,2006.07,109.09,84,84,190,628.8,12.05,5,119,4.19,3,88,1
남동구,간석동,현대,1991.08,105.78,390,270,239,789.1,27.04,5,180,4.19,3,88,1
남동구,간석동,현대,1991.08,148.76,390,120,185,611.1,27.04,5,141,4.19,3,88,1
남동구,간석동,현대홈타운,2003.04,101.39,649,274,306,1010.7,15.08,5,266,4.19,3,88,1
남동구,간석동,현대홈타운,2003.04,95.86,649,19,287,948.4,15.08,5,256,4.19,3,88,1
남동구,간석동,현대홈타운,2003.04,122.37,649,160,262,864.5,15.08,5,229,4.19,3,88,1
남동구,간석동,현대홈타운,2003.04,140.59,649,110,235,776,15.08,5,188,4.19,3,88,1
남동구,간석동,현대홈타운,2003.04,158.99,649,86,217,717.3,15.08,5,186,4.19,3,88,1
동구,만석동,만석웰카운티,2014.06,101.25,178,20,240,791.8,4.06,0,152,1.15,0,1,0
동구,만석동,만석웰카운티,2014.06,101.6,178,42,239,789,4.06,0,151,1.15,0,1,0
동구,만석동,만석웰카운티,2014.06,112.47,178,65,222,734.8,4.06,0,71,1.15,0,1,0
동구,만석동,만석웰카운티,2014.06,113.05,178,23,221,731,4.06,0,61,1.15,0,1,0
동구,만석동,만석비치타운주공,2002.11,115.15,1273,98,187,617.2,16.01,0,50,1.15,0,1,0
동구,만석동,만석비치타운주공,2002.11,116.05,1273,54,185,612.4,16.01,0,61,1.15,0,1,0
동구,만석동,만석2차,1987.01,49.58,100,95,141,466.7,31.11,0,158,1.15,0,1,0
동구,만석동,만석3차,1991.08,49.58,70,70,131,433.4,27.04,0,145,1.15,0,1,0
동구,만석동,만석1차,1985.11,49.58,125,125,131,433.4,33.01,0,153,1.15,0,1,0
동구,만석동,만석2차,1987.01,49.58,100,5,141,466.7,31.11,0,150,1.15,0,1,0
동구,만석동,만석비치타운주공,2002.11,69.42,1273,83,187,619.1,16.01,0,150,1.15,0,1,0
동구,만석동,만석비치타운주공,2002.11,76.03,1273,122,171,565.2,16.01,0,149,1.15,0,1,0
동구,만석동,만석비치타운주공,2002.11,85.08,1273,231,188,621.7,16.01,0,NA,1.15,0,1,0
동구,만석동,만석비치타운주공,2002.11,86.54,1273,34,185,611.2,16.01,0,NA,1.15,0,1,0
동구,만석동,만석비치타운주공,2002.11,86.54,1273,485,185,611.2,16.01,0,NA,1.15,0,1,0
동구,만석동,만석비치타운주공,2002.11,87.53,1273,166,183,604.3,16.01,0,NA,1.15,0,1,0
동구,송림동,누리,1992.1,79.33,94,94,145,479.2,26.02,0,69,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,2010.11,83.571,863,72,221,731.8,8.01,0,185,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,2010.11,84.01,863,107,220,728,8.01,0,185,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,2010.11,84.34,863,100,219,725.1,8.01,0,184,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,2010.11,85.32,863,180,217,716.8,8.01,0,182,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,2010.11,142.9,863,24,213,705.6,8.01,0,155,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,2010.11,143.33,863,19,213,703.5,8.01,0,155,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,2010.11,144.59,863,46,211,697.3,8.01,0,154,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,2010.11,112.91,863,122,208,688,8.01,0,153,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,2010.11,113.19,863,51,208,686.3,8.01,0,152,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,2010.11,113.34,863,38,207,685.4,8.01,0,145,2.38,4,18,1
동구,송림동,동산휴먼시아2단지,2010.11,114.74,863,41,205,677.1,8.01,0,129,2.38,4,18,1
