구시군,읍면동,아파트명,입주년도,분양면적,총세대수,세대수,매매평균..당가.만원.,X3.3.당가.만원.,노후도,역세권점수,전세평균..당가.만원.,토지면적.km2.,문화시설수,쇼핑시설수,스타벅스
부평구,청천동,대진,1985.05,76.03,340,120,220,728.3,33.07,2,168,4.96,3,46,1
부평구,청천동,동양,1982.12,72.72,200,30,151,500.1,36,2,100,4.96,3,46,1
부평구,청천동,동양,1982.12,66.11,200,70,144,475,36,2,100,4.96,3,46,1
부평구,청천동,동양,1982.12,62.81,200,100,143,473.7,36,2,95,4.96,3,46,1
부평구,청천동,무지개,1993.03,79.33,220,120,208,687.6,25.09,2,176,4.96,3,46,1
부평구,청천동,무지개,1993.03,112.39,220,100,182,603,25.09,2,160,4.96,3,46,1
부평구,청천동,미가로,2006.08,79.33,170,88,344,1135.5,12.04,2,293,4.96,3,46,1
부평구,청천동,미가로,2006.08,107.88,170,13,290,957.6,12.04,2,262,4.96,3,46,1
부평구,청천동,미가로,2006.08,105.33,170,69,275,910.2,12.04,2,252,4.96,3,46,1
부평구,청천동,미도6차,1985.02,62.81,222,96,231,763.2,33.1,2,188,4.96,3,46,1
부평구,청천동,미도6차,1985.02,82.64,222,60,230,760,33.1,2,187,4.96,3,46,1
부평구,청천동,미도6차,1985.02,72.72,222,6,223,738.7,33.1,2,182,4.96,3,46,1
부평구,청천동,미도6차,1985.02,72.72,222,60,223,738.7,33.1,2,182,4.96,3,46,1
부평구,청천동,미도7차,1989.02,66.11,384,192,246,812.6,29.1,2,204,4.96,3,46,1
부평구,청천동,미도7차,1989.02,76.03,384,192,237,782.6,29.1,2,185,4.96,3,46,1
부평구,청천동,삼익,1986.11,69.42,375,120,270,892.9,32.01,2,252,4.96,3,46,1
부평구,청천동,삼익,1986.11,62.81,375,165,267,881.6,32.01,2,235,4.96,3,46,1
부평구,청천동,삼익,1986.11,82.64,375,90,248,820,32.01,2,227,4.96,3,46,1
부평구,청천동,쌍용,1990.09,69.42,510,120,335,1107.2,28.03,2,285,4.96,3,46,1
부평구,청천동,쌍용,1990.09,89.25,510,120,300,990.8,28.03,2,272,4.96,3,46,1
부평구,청천동,쌍용,1990.09,102.47,510,270,281,927.5,28.03,2,266,4.96,3,46,1
부평구,청천동,영진,1995.07,85.95,196,164,157,519.2,23.05,2,87,4.96,3,46,1
부평구,청천동,영진,1995.07,76.03,196,32,132,434.8,23.05,2,85,4.96,3,46,1
부평구,청천동,우림필유,2005.09,96.14,209,188,317,1048.8,13.03,2,296,4.96,3,46,1
부평구,청천동,인성,1985.01,79.33,80,80,200,662.6,33.11,2,69,4.96,3,46,1
부평구,청천동,인향,1994.01,105.78,266,152,177,586,24.11,2,112,4.96,3,46,1
부평구,청천동,인향,1994.01,109.09,266,19,176,583.3,24.11,2,104,4.96,3,46,1
부평구,청천동,인향,1994.01,82.64,266,95,175,580,24.11,2,101,4.96,3,46,1
부평구,청천동,청천,1978.11,59.5,130,110,176,583.4,40.01,2,126,4.96,3,46,1
부평구,청천동,청천,1978.11,76.03,130,20,171,565.2,40.01,2,125,4.96,3,46,1
부평구,청천동,청천푸르지오,1998.06,79.33,2257,727,315,1041.8,20.06,2,246,4.96,3,46,1
부평구,청천동,청천푸르지오,1998.06,109.09,2257,188,270,894,20.06,2,221,4.96,3,46,1
부평구,청천동,청천푸르지오,1998.06,109.09,2257,790,270,894,20.06,2,220,4.96,3,46,1
부평구,청천동,청천푸르지오,1998.06,122.31,2257,264,268,885.2,20.06,2,220,4.96,3,46,1
부평구,청천동,청천푸르지오,1998.06,161.98,2257,288,222,734.7,20.06,2,182,4.96,3,46,1
부평구,청천동,현광,1994.05,72.72,48,6,206,681.9,24.07,2,167,4.96,3,46,1
부평구,청천동,현광,1994.05,62.81,48,42,203,671.1,24.07,2,162,4.96,3,46,1
부평구,일신동,부평자이,2006.09,85.64,719,147,320,1057.7,12.03,0,274,4.31,1,6,0
부평구,일신동,부평자이,2006.09,110.24,719,572,294,971.6,12.03,0,236,4.31,1,6,0
부평구,산곡동,경남1차,1990.12,79.33,810,120,243,802.2,28,0,208,3.6,7,45,0
부평구,산곡동,경남1차,1990.12,95.86,810,120,243,801.8,28,0,206,3.6,7,45,0
부평구,산곡동,경남2차,1991.07,105.78,690,510,251,828.2,27.05,0,202,3.6,7,45,0
부평구,산곡동,경남2차,1991.07,76.03,690,30,250,826.1,27.05,0,224,3.6,7,45,0
부평구,산곡동,경남3차,1992.11,105.78,916,420,255,843.8,26.01,0,203,3.6,7,45,0
부평구,산곡동,경남4차,1994.05,109.09,776,312,248,818.2,24.07,0,203,3.6,7,45,0
부평구,산곡동,경남4차,1994.05,82.64,776,286,242,800,24.07,0,208,3.6,7,45,0
부평구,산곡동,경남5차,1992.09,92.56,308,80,248,821.4,26.03,0,203,3.6,7,45,0
부평구,산곡동,금호이수마운트밸리,2007.12,87.81,1365,286,376,1242.4,11,0,198,3.6,7,45,0
부평구,산곡동,금호이수마운트밸리,2007.12,114.9,1365,640,347,1146.5,11,0,212,3.6,7,45,0
부평구,산곡동,금호이수마운트밸리,2007.12,146.59,1365,357,307,1014.8,11,0,202,3.6,7,45,0
부평구,산곡동,금호이수마운트밸리,2007.12,167.43,1365,82,296,977.3,11,0,221,3.6,7,45,0
부평구,산곡동,수암,1988.1,59.5,170,100,395,1305.7,30.02,0,213,3.6,7,45,0
부평구,산곡동,수암,1988.1,62.81,170,50,390,1289.5,30.02,0,285,3.6,7,45,0
부평구,산곡동,수암,1988.1,69.42,170,20,375,1238.1,30.02,0,261,3.6,7,45,0
부평구,산곡동,스카이뷰숲,2007.05,93.68,191,30,240,794,11.07,0,249,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",1989.1,69.42,1980,405,266,881,29.02,0,233,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",1989.1,102.47,1980,240,263,871.1,29.02,0,193,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",1989.1,102.47,1980,270,263,871.1,29.02,0,230,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",1989.1,89.25,1980,450,263,870.4,29.02,0,229,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",1989.1,89.25,1980,180,263,870.4,29.02,0,229,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",1989.1,52.89,1980,255,255,843.8,29.02,0,213,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",1989.1,128.92,1980,90,240,794.9,29.02,0,213,3.6,7,45,0
부평구,산곡동,우성4차,1991.01,102.47,494,270,254,838.8,27.11,0,220,3.6,7,45,0
부평구,산곡동,푸르지오,2011.1,78.47,765,175,497,1643,7.02,0,192,3.6,7,45,0
부평구,산곡동,푸르지오,2011.1,79.08,765,41,493,1630.3,7.02,0,389,3.6,7,45,0
부평구,산곡동,푸르지오,2011.1,109.28,765,152,421,1391.5,7.02,0,386,3.6,7,45,0
부평구,산곡동,푸르지오,2011.1,110.37,765,120,417,1377.8,7.02,0,320,3.6,7,45,0
부평구,산곡동,푸르지오,2011.1,110.39,765,112,417,1377.5,7.02,0,317,3.6,7,45,0
부평구,산곡동,푸르지오,2011.1,142.53,765,117,379,1252.5,7.02,0,317,3.6,7,45,0
부평구,산곡동,프리상뜨,2004.08,79.41,335,86,296,978.3,14.04,0,309,3.6,7,45,0
부평구,산곡동,프리상뜨,2004.08,75.9,335,30,290,958.2,14.04,0,241,3.6,7,45,0
부평구,산곡동,프리상뜨,2004.08,103.04,335,36,247,818.1,14.04,0,240,3.6,7,45,0
부평구,산곡동,프리상뜨,2004.08,104.45,335,183,244,807.1,14.04,0,240,3.6,7,45,0
부평구,산곡동,한신1차,1986.1,56.19,542,104,285,941.3,32.02,0,213,3.6,7,45,0
부평구,산곡동,한신1차,1986.1,56.19,542,224,285,941.3,32.02,0,205,3.6,7,45,0
부평구,산곡동,한신1차,1986.1,72.72,542,84,275,909.2,32.02,0,227,3.6,7,45,0
부평구,산곡동,한신1차,1986.1,89.25,542,78,252,833.4,32.02,0,227,3.6,7,45,0
부평구,산곡동,한신休,2003.01,88.03,703,94,278,920.1,15.11,0,212,3.6,7,45,0
부평구,산곡동,한신休,2003.01,88.03,703,18,278,920.1,15.11,0,212,3.6,7,45,0
부평구,산곡동,한신休,2003.01,115.51,703,3,249,822.8,15.11,0,212,3.6,7,45,0
부평구,산곡동,한신休,2003.01,115.51,703,20,249,822.8,15.11,0,212,3.6,7,45,0
부평구,산곡동,한신休,2003.01,115.61,703,408,249,822.1,15.11,0,234,3.6,7,45,0
부평구,산곡동,한신休,2003.01,115.61,703,63,249,822.1,15.11,0,227,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,66.11,720,180,348,1150.1,33.07,0,227,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,82.64,720,24,339,1120.1,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,82.64,720,48,339,1120.1,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,82.64,720,86,339,1120.1,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,82.64,720,8,339,1120.1,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,82.64,720,32,339,1120.1,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,82.64,720,12,339,1120.1,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,82.64,720,90,339,1120.1,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,72.72,720,8,337,1113.8,33.07,0,200,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,72.72,720,32,337,1113.8,33.07,0,195,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,102.47,720,32,322,1064.6,33.07,0,195,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,102.47,720,40,322,1064.6,33.07,0,195,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,102.47,720,60,322,1064.6,33.07,0,195,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,102.47,720,6,322,1064.6,33.07,0,195,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,102.47,720,24,322,1064.6,33.07,0,195,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,102.47,720,8,322,1064.6,33.07,0,208,3.6,7,45,0
부평구,산곡동,한양2단지,1985.05,122.31,720,30,319,1054.1,33.07,0,261,3.6,7,45,0
부평구,산곡동,한양8차,1993.09,105.78,208,136,241,796.9,25.03,0,257,3.6,7,45,0
부평구,산곡동,한화1단지,1997.03,80.56,744,76,317,1046.4,21.09,0,224,3.6,7,45,0
부평구,산곡동,한화1단지,1997.03,109.1,744,360,289,954.5,21.09,0,285,3.6,7,45,0
부평구,산곡동,한화1단지,1997.03,127.09,744,80,268,884.4,21.09,0,245,3.6,7,45,0
부평구,산곡동,한화2단지,1999.09,80.78,1280,526,347,1145.9,19.03,0,240,3.6,7,45,0
부평구,산곡동,한화2단지,1999.09,108.21,1280,358,314,1038.7,19.03,0,224,3.6,7,45,0
부평구,산곡동,한화2단지,1999.09,110.35,1280,240,308,1018.6,19.03,0,209,3.6,7,45,0
부평구,산곡동,한화2단지,1999.09,127.19,1280,80,271,896.7,19.03,0,213,3.6,7,45,0
부평구,산곡동,현대(179-92),1999.11,82.32,384,160,255,843.3,19.01,0,205,3.6,7,45,0
부평구,산곡동,현대(179-92),1999.11,109.89,384,174,241,797.2,19.01,0,213,3.6,7,45,0
부평구,산곡동,현대(307),1985.1,127.29,2204,147,263,870,33.02,0,213,3.6,7,45,0
부평구,산곡동,현대(307),1985.1,89.22,2204,180,261,861.5,33.02,0,193,3.6,7,45,0
부평구,산곡동,현대(307),1985.1,89.38,2204,408,260,859.9,33.02,0,192,3.6,7,45,0
부평구,산곡동,현대(307),1985.1,103.88,2204,55,248,819.4,33.02,0,192,3.6,7,45,0
부평구,산곡동,현대(307),1985.1,104,2204,837,248,818.5,33.02,0,199,3.6,7,45,0
부평구,산곡동,현대(307),1985.1,104.41,2204,270,247,815.3,33.02,0,223,3.6,7,45,0
부평구,산곡동,현대(307),1985.1,169.74,2204,56,242,798.5,33.02,0,222,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,56.19,1496,90,298,985.4,30.08,0,215,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,69.42,1496,120,288,952.4,30.08,0,213,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,89.25,1496,146,286,944.5,30.08,0,213,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,89.25,1496,120,286,944.5,30.08,0,213,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,89.25,1496,60,286,944.5,30.08,0,213,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,89.25,1496,210,286,944.5,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,105.78,1496,60,269,890.7,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,105.78,1496,60,269,890.7,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,105.78,1496,60,269,890.7,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,105.78,1496,30,269,890.7,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,105.78,1496,30,269,890.7,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,105.78,1496,30,269,890.7,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,105.78,1496,30,269,890.7,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,105.78,1496,270,269,890.7,30.08,0,205,3.6,7,45,0
부평구,산곡동,현대2차,1988.04,82.64,1496,180,269,890.1,30.08,0,205,3.6,7,45,0
부평구,산곡동,현대3차,1989.09,89.25,1200,210,269,889,29.03,0,224,3.6,7,45,0
부평구,산곡동,현대3차,1989.09,105.78,1200,540,260,859.4,29.03,0,208,3.6,7,45,0
부평구,산곡동,현대3차,1989.09,128.92,1200,60,248,820.6,29.03,0,268,3.6,7,45,0
부평구,산곡동,현대5차,1993.11,72.72,1161,407,330,1091,25.01,0,256,3.6,7,45,0
부평구,산곡동,현대5차,1993.11,105.78,1161,530,307,1015.7,25.01,0,232,3.6,7,45,0
부평구,산곡동,현대5차,1993.11,76.03,1161,18,289,956.6,25.01,0,225,3.6,7,45,0
부평구,산곡동,현대5차,1993.11,109.09,1161,19,280,924.3,25.01,0,193,3.6,7,45,0
부평구,십정동,광명,1987.12,59.5,100,40,210,694.5,31,2,71,2.89,3,39,1
부평구,십정동,광명,1987.12,62.81,100,60,203,671.1,31,2,68,2.89,3,39,1
부평구,십정동,금성,1984.02,59.5,185,5,261,861.2,34.1,2,76,2.89,3,39,1
부평구,십정동,금성,1984.02,59.5,185,90,261,861.2,34.1,2,76,2.89,3,39,1
부평구,십정동,금성,1984.02,66.11,185,90,257,850.1,34.1,2,72,2.89,3,39,1
부평구,십정동,금호어울림,2008.06,113.09,290,206,254,840.4,10.06,2,225,2.89,3,39,1
부평구,십정동,금호어울림,2008.06,145.28,290,84,234,773.7,10.06,2,189,2.89,3,39,1
부평구,십정동,대주파크빌,2001.1,109.09,312,143,225,742.4,17.02,2,157,2.89,3,39,1
부평구,십정동,대주파크빌,2001.1,85.95,312,169,198,653.9,17.02,2,142,2.89,3,39,1
부평구,십정동,동보,1998.07,105.78,207,87,220,726.6,20.05,2,184,2.89,3,39,1
부평구,십정동,동보,1998.07,36.36,207,78,213,704.6,20.05,2,151,2.89,3,39,1
부평구,십정동,동보,1998.07,168.59,207,42,154,509.8,20.05,2,133,2.89,3,39,1
부평구,십정동,동암신동아,2000.09,79.33,1690,666,280,927.2,18.03,2,227,2.89,3,39,1
부평구,십정동,동암신동아,2000.09,109.09,1690,672,254,840.9,18.03,2,206,2.89,3,39,1
부평구,십정동,동암신동아,2000.09,161.98,1690,352,198,653.1,18.03,2,161,2.89,3,39,1
부평구,십정동,목동휘버스,2005.08,104.01,64,1,200,659.5,13.04,2,94,2.89,3,39,1
부평구,십정동,목동휘버스,2005.08,104.01,64,58,200,659.5,13.04,2,94,2.89,3,39,1
부평구,십정동,백영,1997.05,82.64,206,206,200,660,21.07,2,163,2.89,3,39,1
부평구,십정동,브라운스톤백운,2014.06,81.3,261,24,277,914.9,4.06,2,215,2.89,3,39,1
부평구,십정동,브라운스톤백운,2014.06,113.25,261,146,269,890.3,4.06,2,185,2.89,3,39,1
부평구,십정동,브라운스톤백운,2014.06,113.78,261,39,268,886.2,4.06,2,185,2.89,3,39,1
부평구,십정동,브라운스톤백운,2014.06,113.78,261,52,268,886.2,4.06,2,185,2.89,3,39,1
부평구,십정동,삼용,1986.11,62.81,45,45,191,631.6,32.01,2,155,2.89,3,39,1
부평구,십정동,신태양,1988.01,56.19,100,100,151,500.1,30.11,2,116,2.89,3,39,1
부평구,십정동,약산,1986.01,99.17,60,30,192,633.4,32.11,2,96,2.89,3,39,1
부평구,십정동,약산,1986.01,82.64,60,30,127,420,32.11,2,91,2.89,3,39,1
부평구,십정동,예원,1984.01,76.03,120,80,224,739.2,34.11,2,72,2.89,3,39,1
부평구,십정동,예원,1984.01,66.11,120,40,219,725.1,34.11,2,69,2.89,3,39,1
부평구,십정동,정원,1987.1,56.19,138,138,160,529.5,31.02,2,98,2.89,3,39,1
부평구,십정동,주공뜨란채,2005.07,79.54,920,350,308,1018.3,13.05,2,270,2.89,3,39,1
부평구,십정동,주공뜨란채,2005.07,65.58,920,44,286,945.2,13.05,2,252,2.89,3,39,1
부평구,십정동,주공뜨란채,2005.07,65.69,920,110,285,943.6,13.05,2,251,2.89,3,39,1
부평구,십정동,주공뜨란채,2005.07,65.99,920,70,284,939.3,13.05,2,250,2.89,3,39,1
부평구,십정동,주공뜨란채,2005.07,109.09,920,80,257,848.5,13.05,2,234,2.89,3,39,1
부평구,십정동,주공뜨란채,2005.07,109.26,920,43,256,847.2,13.05,2,233,2.89,3,39,1
부평구,십정동,주공뜨란채,2005.07,109.28,920,223,256,847,13.05,2,233,2.89,3,39,1
부평구,십정동,한국,1998.01,79.33,194,34,236,781.3,20.11,2,195,2.89,3,39,1
부평구,십정동,한국,1998.01,85.95,194,44,218,721.2,20.11,2,180,2.89,3,39,1
부평구,십정동,한국,1998.01,89.25,194,108,210,694.5,20.11,2,174,2.89,3,39,1
부평구,부개동,뉴서울,1989.08,62.81,1140,75,306,1013.2,29.04,3,106,2.79,3,48,0
부평구,부개동,뉴서울,1989.08,56.19,1140,1065,285,941.3,29.04,3,88,2.79,3,48,0
부평구,부개동,대동,1989.04,56.19,708,168,294,970.7,29.08,3,243,2.79,3,48,0
부평구,부개동,대동,1989.04,52.89,708,144,293,968.8,29.08,3,214,2.79,3,48,0
부평구,부개동,대동,1989.04,59.5,708,108,286,944.5,29.08,3,180,2.79,3,48,0
부평구,부개동,대동,1989.04,59.5,708,12,286,944.5,29.08,3,174,2.79,3,48,0
부평구,부개동,대동,1989.04,72.72,708,60,282,931.9,29.08,3,174,2.79,3,48,0
부평구,부개동,대동,1989.04,69.42,708,60,281,928.6,29.08,3,172,2.79,3,48,0
부평구,부개동,대동,1989.04,66.11,708,36,280,925.1,29.08,3,170,2.79,3,48,0
부평구,부개동,대동,1989.04,66.11,708,12,280,925.1,29.08,3,168,2.79,3,48,0
부평구,부개동,대동,1989.04,62.81,708,108,279,921.1,29.08,3,168,2.79,3,48,0
부평구,부개동,대동(고층),1991.04,102.47,686,686,281,927.5,27.08,3,167,2.79,3,48,0
부평구,부개동,대진,1988.11,56.19,258,180,280,926.6,30.01,3,160,2.79,3,48,0
부평구,부개동,대진,1988.11,56.19,258,12,280,926.6,30.01,3,234,2.79,3,48,0
부평구,부개동,대진,1988.11,66.11,258,60,280,925.1,30.01,3,197,2.79,3,48,0
부평구,부개동,대진,1988.11,66.11,258,6,280,925.1,30.01,3,197,2.79,3,48,0
부평구,부개동,동아,1988.1,52.89,384,144,293,968.8,30.02,3,160,2.79,3,48,0
부평구,부개동,동아,1988.1,49.58,384,24,292,966.8,30.02,3,160,2.79,3,48,0
부평구,부개동,동아,1988.1,66.11,384,204,291,962.6,30.02,3,182,2.79,3,48,0
부평구,부개동,동아,1988.1,82.64,384,12,257,850.1,30.02,3,171,2.79,3,48,0
부평구,부개동,리노빌,2003.09,69.25,103,1,318,1050.2,15.03,3,163,2.79,3,48,0
부평구,부개동,리노빌,2003.09,75.62,103,71,311,1027.3,15.03,3,161,2.79,3,48,0
부평구,부개동,리노빌,2003.09,55.25,103,3,290,957.3,15.03,3,126,2.79,3,48,0
부평구,부개동,리노빌,2003.09,62.78,103,1,287,947.8,15.03,3,122,2.79,3,48,0
부평구,부개동,리노빌,2003.09,105.8,103,22,260,859.3,15.03,3,120,2.79,3,48,0
부평구,부개동,리노빌,2003.09,96.22,103,2,260,858.9,15.03,3,117,2.79,3,48,0
부평구,부개동,리노빌,2003.09,48.35,103,3,176,581.2,15.03,3,111,2.79,3,48,0
부평구,부개동,백영,1999.02,79.33,128,84,277,916.8,19.1,3,223,2.79,3,48,0
부평구,부개동,백영,1999.02,109.09,128,44,231,765.2,19.1,3,222,2.79,3,48,0
부평구,부개동,백조,1981.09,66.11,280,35,200,662.6,37.03,3,205,2.79,3,48,0
부평구,부개동,백조,1981.09,72.72,280,15,182,602.3,37.03,3,134,2.79,3,48,0
부평구,부개동,백조,1981.09,79.33,280,70,180,593.8,37.03,3,134,2.79,3,48,0
부평구,부개동,부개역동도센트리움,2014.1,60.4,217,56,373,1231.5,4.02,3,131,2.79,3,48,0
부평구,부개동,부개역동도센트리움,2014.1,60.42,217,26,372,1231.1,4.02,3,119,2.79,3,48,0
부평구,부개동,부개역동도센트리움,2014.1,60.5,217,14,372,1229.4,4.02,3,240,2.79,3,48,0
부평구,부개동,부개역동도센트리움,2014.1,57.79,217,14,355,1172.7,4.02,3,211,2.79,3,48,0
부평구,부개동,부개역동도센트리움,2014.1,52.542,217,14,347,1148.3,4.02,3,120,2.79,3,48,0
부평구,부개동,부개역동도센트리움,2014.1,55.64,217,15,324,1069.5,4.02,3,113,2.79,3,48,0
부평구,부개동,부개역동도센트리움,2014.1,45.541,217,13,318,1052.6,4.02,3,103,2.79,3,48,0
부평구,부개동,부개역동도센트리움,2014.1,45.54,217,15,318,1052.6,4.02,3,375,2.79,3,48,0
부평구,부개동,부개역동도센트리움,2014.1,78.54,217,50,296,978.6,4.02,3,370,2.79,3,48,0
부평구,부개동,부개역푸르지오,2010.01,84.69,1054,180,449,1483.3,8.11,3,325,2.79,3,48,0
부평구,부개동,부개역푸르지오,2010.01,85.88,1054,50,442,1462.7,8.11,3,323,2.79,3,48,0
부평구,부개동,부개역푸르지오,2010.01,113.83,1054,80,404,1335.9,8.11,3,320,2.79,3,48,0
부평구,부개동,부개역푸르지오,2010.01,114.7,1054,128,401,1325.8,8.11,3,261,2.79,3,48,0
부평구,부개동,부개역푸르지오,2010.01,115.57,1054,81,398,1315.8,8.11,3,260,2.79,3,48,0
부평구,부개동,부개역푸르지오,2010.01,158.72,1054,230,329,1088.3,8.11,3,259,2.79,3,48,0
부평구,부개동,부개역푸르지오,2010.01,159.82,1054,132,327,1080.8,8.11,3,215,2.79,3,48,0
부평구,부개동,부개역푸르지오,2010.01,160.13,1054,89,326,1078.7,8.11,3,214,2.79,3,48,0
부평구,부개동,부개역푸르지오,2010.01,192.96,1054,42,295,976.5,8.11,3,214,2.79,3,48,0
부평구,부개동,부개역푸르지오,2010.01,193.67,1054,21,294,972.9,8.11,3,66,2.79,3,48,0
부평구,부개동,부개역푸르지오,2010.01,194.28,1054,21,293,969.9,8.11,3,269,2.79,3,48,0
부평구,부개동,삼이,1983.05,72.72,50,50,193,636.4,35.07,3,103,2.79,3,48,0
부평구,부개동,상우신명보람,1998.07,135.53,576,576,321,1061,20.05,3,103,2.79,3,48,0
부평구,부개동,성업,1985.05,62.81,80,40,183,605.3,33.07,3,227,2.79,3,48,0
부평구,부개동,성업,1985.05,72.72,80,40,172,568.2,33.07,3,221,2.79,3,48,0
부평구,부개동,성일,1990.11,69.42,415,338,281,928.6,28.01,3,84,2.79,3,48,0
부평구,부개동,성일,1990.11,79.33,415,77,271,895.9,28.01,3,76,2.79,3,48,0
부평구,부개동,세인,1980.12,72.72,74,74,206,681.9,38,3,179,2.79,3,48,0
부평구,부개동,신삼호,1981.07,59.5,60,40,210,694.5,37.05,3,176,2.79,3,48,0
부평구,부개동,신삼호,1981.07,66.11,60,20,189,625.1,37.05,3,166,2.79,3,48,0
부평구,부개동,오성,1984.08,69.67,165,25,251,830.4,34.04,3,156,2.79,3,48,0
부평구,부개동,오성,1984.08,70.84,165,30,247,816.7,34.04,3,155,2.79,3,48,0
부평구,부개동,오성,1984.08,75.49,165,5,232,766.3,34.04,3,146,2.79,3,48,0
부평구,부개동,오성,1984.08,67.28,165,70,216,712.5,34.04,3,155,2.79,3,48,0
부평구,부개동,오성,1984.08,67.69,165,30,214,708.1,34.04,3,79,2.79,3,48,0
부평구,부개동,오성,1984.08,72.07,165,5,201,665.1,34.04,3,275,2.79,3,48,0
부평구,부개동,욱일,1988.1,66.11,468,468,265,875.1,30.02,3,267,2.79,3,48,0
부평구,부개동,인우,1984.09,82.64,40,40,200,660,34.03,3,266,2.79,3,48,0
부평구,부개동,주공1단지,1996.12,80.41,1044,160,336,1110,22,3,258,2.79,3,48,0
부평구,부개동,주공1단지,1996.12,80.91,1044,144,334,1103.2,22,3,255,2.79,3,48,0
부평구,부개동,주공1단지,1996.12,81.32,1044,284,332,1097.6,22,3,271,2.79,3,48,0
부평구,부개동,주공1단지,1996.12,70.96,1044,119,331,1094.8,22,3,267,2.79,3,48,0
부평구,부개동,주공1단지,1996.12,84.2,1044,337,321,1060.1,22,3,265,2.79,3,48,0
부평구,부개동,주공3단지,1996.1,54.51,1724,267,326,1076.5,22.02,3,264,2.79,3,48,0
부평구,부개동,주공3단지,1996.1,70.97,1724,238,324,1071.3,22.02,3,253,2.79,3,48,0
부평구,부개동,주공3단지,1996.1,79.22,1724,400,320,1057.8,22.02,3,283,2.79,3,48,0
부평구,부개동,주공3단지,1996.1,80.41,1724,160,307,1013.4,22.02,3,280,2.79,3,48,0
부평구,부개동,주공3단지,1996.1,80.91,1724,144,300,990.8,22.02,3,266,2.79,3,48,0
부평구,부개동,주공5단지,1998.07,79.41,1317,49,343,1134.4,20.05,3,276,2.79,3,48,0
부평구,부개동,주공5단지,1998.07,80.33,1317,911,339,1121.4,20.05,3,265,2.79,3,48,0
부평구,부개동,주공6단지,1997.11,109.09,1240,1240,325,1075.8,21.01,3,265,2.79,3,48,0
부평구,부개동,주공7단지,1998.07,76.03,957,270,329,1087,20.05,3,265,2.79,3,48,0
부평구,부개동,주공7단지,1998.07,62.81,957,28,316,1046.1,20.05,3,255,2.79,3,48,0
부평구,부개동,주공7단지,1998.07,79.33,957,240,310,1026.2,20.05,3,254,2.79,3,48,0
부평구,부개동,주공7단지,1998.07,79.33,957,300,310,1026.2,20.05,3,242,2.79,3,48,0
부평구,부개동,주공7단지,1998.07,79.33,957,60,310,1026.2,20.05,3,120,2.79,3,48,0
부평구,부개동,주공7단지,1998.07,66.11,957,19,301,993.8,20.05,3,118,2.79,3,48,0
부평구,부개동,주공7단지,1998.07,82.64,957,40,298,985.1,20.05,3,112,2.79,3,48,0
부평구,부개동,진양,1989.11,79.33,96,6,176,583.4,29.01,3,84,2.79,3,48,0
부평구,부개동,진양,1989.11,69.42,96,24,173,571.4,29.01,3,72,2.79,3,48,0
부평구,부개동,태산,1984.12,62.81,110,10,171,565.8,34,3,291,2.79,3,48,0
부평구,부개동,"푸른마을삼부,한신",1999.06,125.62,1020,516,342,1131.6,19.06,3,244,2.79,3,48,0
