구시군,읍면동,아파트명,평균매매가 제곱미터당(만원),분양면적,단지세대수,개별세대수,노후도,역세권점수,전세평균제곱미터당(만원),토지면적.km2.,문화시설수,쇼핑시설수,스타벅스,평균 인구수,평균 세대수,교육시설 수,개발호재유무,혼인건수3년평균
남동구,장수서창동,서해그랑블,222,137.11,523,55,10.07,2,164,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,서해그랑블,222,137.24,523,11,10.07,2,164,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,서해그랑블,222,137.38,523,43,10.07,2,164,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,서해그랑블,219,139.14,523,15,10.07,2,162,13.97,4,33,1,17742,6450,0,0,237
남동구,서창동,인천서창LH11단지,335,81.271,938,57,6.09,0,277,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,335,81.432,938,116,6.09,0,276,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,334,81.63,938,9,6.09,0,276,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,333,81.741,938,44,6.09,0,275,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,333,81.882,938,116,6.09,0,275,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,287,113.411,938,119,6.09,0,238,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,285,113.91,938,40,6.09,0,237,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,285,113.912,938,56,6.09,0,237,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,285,114.091,938,98,6.09,0,237,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,285,114.132,938,108,6.09,0,237,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,284,114.462,938,40,6.09,0,236,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,284,114.491,938,34,6.09,0,236,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,284,114.581,938,45,6.09,0,236,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,283,115.023,938,16,6.09,0,235,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH11단지,282,115.292,938,40,6.09,0,234,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH6단지,302,101.14,855,180,4.04,0,237,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH6단지,301,101.18,855,96,4.04,0,237,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH6단지,283,114.64,855,168,4.04,0,236,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH6단지,283,114.7,855,240,4.04,0,231,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH6단지,279,114.67,855,75,4.04,0,231,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH6단지,279,114.74,855,96,4.04,0,231,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,319,78.301,1196,170,6.06,0,281,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,319,78.362,1196,70,6.06,0,281,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,295,110.18,1196,54,6.06,0,231,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,295,110.352,1196,106,6.06,0,231,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,294,110.531,1196,76,6.06,0,231,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,293,110.75,1196,13,6.06,0,230,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,293,110.751,1196,63,6.06,0,230,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,293,111.05,1196,129,6.06,0,230,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,293,111.102,1196,106,6.06,0,230,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,276,132.39,1196,10,6.06,0,196,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,276,132.391,1196,23,6.06,0,196,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,276,132.412,1196,51,6.06,0,196,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,274,133.22,1196,48,6.06,0,195,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,274,133.24,1196,76,6.06,0,195,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,274,133.282,1196,19,6.06,0,195,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,274,133.28,1196,57,6.06,0,195,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,270,157.42,1196,73,6.06,0,175,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,270,157.42,1196,18,6.06,0,175,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,269,158.14,1196,34,6.06,0,174,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,311,101.27,566,215,4.09,0,232,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,311,101.32,566,23,4.09,0,232,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,301,114.8,566,52,4.09,0,222,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,300,114.83,566,86,4.09,0,222,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,300,114.85,566,23,4.09,0,222,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,300,114.85,566,147,4.09,0,222,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,300,114.89,566,20,4.09,0,222,2.4,2,16,1,30436,11486,5,0,237
남동구,장수서창동,임광그대家,264,108,666,406,11.1,0,204,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,임광그대家,221,159.58,666,260,11.1,0,163,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평1차,233,79.33,435,306,23.01,0,183,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평1차,211,92.56,435,21,23.01,0,178,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평1차,206,109.09,435,1,23.01,0,160,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평1차,206,109.09,435,1,23.01,0,160,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평1차,206,109.09,435,106,23.01,0,160,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평2차,243,76.03,577,236,21,0,191,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평2차,211,92.56,577,74,21,0,178,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평2차,209,109.09,577,185,21,0,170,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평2차,186,142.14,577,44,21,0,137,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평2차,154,178.51,577,20,21,0,109,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평2차,137,208.26,577,18,21,0,94,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,현대모닝사이드,220,115.7,630,478,16.01,0,186,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,현대모닝사이드,193,155.37,630,76,16.01,0,148,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,현대모닝사이드,172,191.73,630,76,16.01,0,130,13.97,4,33,1,17742,6450,0,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,434,112.88,850,55,3.06,4,323,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,433,113.22,850,110,3.06,4,322,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,432,113.47,850,29,3.06,4,322,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,432,113.47,850,85,3.06,4,322,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,393,132.26,850,285,3.06,4,302,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,389,133.66,850,143,3.06,4,299,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,389,133.73,850,114,3.06,4,299,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,389,133.73,850,29,3.06,4,299,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,341,65.98,5076,108,11.04,4,296,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,301,87.98,5076,449,11.04,4,267,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,288,114.67,5076,746,11.04,4,234,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,282,104.61,5076,643,11.04,4,229,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,279,111.23,5076,68,11.04,4,229,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,279,111.23,5076,433,11.04,4,228,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,278,111.6,5076,484,11.04,4,224,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,272,114.09,5076,348,11.04,4,222,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,270,114.82,5076,348,11.04,4,222,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,264,147.74,5076,1093,11.04,4,200,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,238,168.11,5076,356,11.04,4,164,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트3단지,271,114.47,474,224,11.04,4,228,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트3단지,255,111.72,474,56,11.04,4,228,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트3단지,255,111.72,474,63,11.04,4,227,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트3단지,254,112.09,474,131,11.04,4,223,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동남,173,92.56,168,60,27.07,4,103,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동남,164,76.03,168,60,27.07,4,102,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동남,163,82.64,168,48,27.07,4,94,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,227,105.78,486,13,27.03,4,184,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,227,105.78,486,145,27.03,4,184,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,227,105.78,486,150,27.03,4,184,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,205,138.84,486,43,27.03,4,148,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,190,155.37,486,30,27.03,4,122,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,162,181.81,486,90,27.03,4,113,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,154,201.65,486,15,27.03,4,102,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,두드림,204,102.71,91,84,12,4,131,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,432,65.96,3384,88,11.04,4,364,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,370,87.81,3384,184,11.04,4,313,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,345,104.43,3384,159,11.04,4,278,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,324,111.28,3384,450,11.04,4,261,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,324,111.28,3384,86,11.04,4,261,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,322,111.64,3384,550,11.04,4,260,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,318,113.9,3384,344,11.04,4,259,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,316,114.63,3384,352,11.04,4,257,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,315,114.95,3384,353,11.04,4,257,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,288,147.39,3384,761,11.04,4,234,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,275,165.29,3384,57,11.04,4,215,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,벽산,155,76.03,149,6,29.02,4,118,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,벽산,155,76.03,149,12,29.02,4,118,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,벽산,151,69.42,149,6,29.02,4,115,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,벽산,151,69.42,149,119,29.02,4,115,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,삼보,161,76.03,90,70,34.11,4,102,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,삼보,148,82.64,90,20,34.11,4,91,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,성문,175,82.64,103,103,22.02,4,115,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,송정,180,52.89,108,72,30.11,4,126,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,송정,168,59.5,108,36,30.11,4,104,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,신세계,176,92.56,700,196,38.07,4,126,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,신세계,176,92.56,700,252,38.07,4,124,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,신세계,170,79.33,700,210,38.07,4,124,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,신세계,165,112.39,700,42,38.07,4,120,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,아주정광,178,56.19,45,20,32.06,4,102,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,아주정광,176,69.42,45,5,32.06,4,100,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,아주정광,167,62.81,45,20,32.06,4,97,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,우정,199,62.81,140,30,35.04,4,106,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,우정,197,66.11,140,60,35.04,4,101,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,우정,189,59.5,140,1,35.04,4,101,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,우정,189,59.5,140,49,35.04,4,96,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,우정개나리,182,66.11,95,50,35,4,96,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,우정개나리,179,72.72,95,45,35,4,95,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,이화,151,89.25,40,40,34.03,4,84,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,인천대우재LH,298,109.16,120,30,6.11,4,266,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,인천대우재LH,298,109.21,120,75,6.11,4,266,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,인천대우재LH,297,109.44,120,15,6.11,4,265,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,정광,170,79.33,70,40,33.09,4,85,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,정광,169,82.64,70,30,33.09,4,85,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,중앙,170,95.86,40,35,34.08,4,68,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,중앙,168,102.47,40,5,34.08,4,63,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,팬더,246,92.56,946,240,27.02,4,205,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,팬더,244,102.47,946,706,27.02,4,200,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,해창,180,69.42,150,30,34.1,4,92,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,해창,167,89.25,150,40,34.1,4,92,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,해창,166,92.56,150,40,34.1,4,88,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,해창,158,79.33,150,40,34.1,4,76,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,현광(1259-14),147,56.19,40,20,31.03,4,58,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,희망,194,69.42,145,140,35.07,4,91,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,희망,182,82.64,145,5,35.07,4,90,5.42,11,118,6,118108,48390,13,0,237
남동구,논현동,단풍마을뜨란채11단지,285,106.06,898,92,12.04,4,236,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,단풍마을뜨란채11단지,285,106.27,898,90,12.04,4,235,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,단풍마을뜨란채11단지,284,106.551,898,200,12.04,4,235,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,단풍마을뜨란채11단지,284,106.57,898,236,12.04,4,235,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,단풍마을뜨란채11단지,283,106.822,898,40,12.04,4,234,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,단풍마을뜨란채11단지,283,106.82,898,80,12.04,4,234,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,단풍마을뜨란채11단지,283,106.82,898,160,12.04,4,234,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,동산마을뜨란채8단지,281,107.55,833,749,12.04,4,237,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,동산마을뜨란채8단지,281,107.66,833,84,12.04,4,237,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,소래풍림,258,79.33,1517,616,18.09,4,230,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신영지웰,356,260.03,985,17,11.04,4,188,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신영지웰,334,239.43,985,10,11.04,4,250,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신영지웰,303,121.96,985,460,11.04,4,191,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신영지웰,247,161.9,985,378,11.04,4,244,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신일해피트리,348,230.09,828,4,11.07,4,215,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신일해피트리,283,127.08,828,164,11.07,4,205,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신일해피트리,266,146.59,828,172,11.07,4,188,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신일해피트리,251,161.32,828,400,11.07,4,231,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,어진6단지한화꿈에그린,281,131.78,982,208,11,4,207,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,어진6단지한화꿈에그린,250,161.78,982,100,11,4,204,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,어진6단지한화꿈에그린,246,154.19,982,198,11,4,204,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,어진6단지한화꿈에그린,246,154.28,982,376,11,4,248,7.82,5,59,1,66981,26297,21,0,237
남동구,논현고잔동,에코메트로10단지한화꿈에그린,329,250.83,556,60,8,4,243,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로10단지한화꿈에그린,327,221.44,556,62,8,4,242,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로10단지한화꿈에그린,320,154.87,556,208,8,4,235,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로10단지한화꿈에그린,308,186.97,556,226,8,4,259,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,326,111.83,1622,518,9.05,4,258,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,316,112.19,1622,206,9.05,4,247,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,308,142.89,1622,154,9.05,4,220,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,306,111.23,1622,360,9.05,4,220,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,304,131.77,1622,174,9.05,4,206,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,300,153.09,1622,116,9.05,4,191,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,288,164.69,1622,42,9.05,4,261,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,283,194.07,1622,52,9.05,4,259,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,319,111.22,1298,240,9.05,4,259,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,318,142.98,1298,146,9.05,4,221,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,318,111.81,1298,370,9.05,4,220,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,316,112.17,1298,194,9.05,4,206,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,309,131,1298,152,9.05,4,191,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,297,153.2,1298,110,9.05,4,228,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,295,164.6,1298,40,9.05,4,212,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,283,194.41,1298,46,9.05,4,195,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로3차더타워,383,196.62,644,38,5.02,4,191,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로3차더타워,344,177.5,644,20,5.02,4,189,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로3차더타워,329,164.11,644,190,5.02,4,255,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로3차더타워,328,146.39,644,244,5.02,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로3차더타워,315,131.83,644,152,5.02,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,339,113.7,1052,190,8,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,337,114.27,1052,190,8,4,221,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,337,114.34,1052,260,8,4,216,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,337,114.37,1052,56,8,4,205,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,325,153.92,1052,76,8,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,324,134.39,1052,204,8,4,253,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,299,185.81,1052,76,8,4,253,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로6단지한화꿈에그린,325,114.02,960,192,8,4,253,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로6단지한화꿈에그린,323,114.59,960,192,8,4,255,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로6단지한화꿈에그린,323,114.66,960,288,8,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로6단지한화꿈에그린,323,114.69,960,288,8,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로7단지한화꿈에그린,326,113.61,848,102,8,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로7단지한화꿈에그린,324,114.18,848,102,8,4,249,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로7단지한화꿈에그린,324,114.25,848,322,8,4,230,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로7단지한화꿈에그린,324,114.28,848,322,8,4,210,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로9단지한화꿈에그린,345,250.45,810,68,7.1,4,207,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로9단지한화꿈에그린,328,221.27,810,66,7.1,4,250,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로9단지한화꿈에그린,306,196.07,810,338,7.1,4,246,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로9단지한화꿈에그린,303,161.61,810,338,7.1,4,211,10.5,4,35,1,40601,14147,0,0,237
남동구,논현동,웰카운티,479,239.14,888,6,10.04,4,199,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,웰카운티,478,239.29,888,8,10.04,4,199,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,웰카운티,478,239.38,888,2,10.04,4,198,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,웰카운티,296,125.88,888,366,10.04,4,231,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,웰카운티,293,126.13,888,138,10.04,4,230,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,웰카운티,262,156.37,888,224,10.04,4,228,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,유호N-CITY1단지,312,132.83,383,76,5.07,4,226,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,유호N-CITY1단지,292,124.94,383,67,5.07,4,239,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,유호N-CITY1단지,280,112.7,383,113,5.07,4,239,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,유호N-CITY1단지,278,113.17,383,127,5.07,4,248,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,유호N-CITY2단지,304,111.05,95,57,5.07,4,248,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,유호N-CITY2단지,304,111.09,95,38,5.07,4,248,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,인천논현휴먼시아숲속마을1단지,287,110.71,872,49,9.06,4,246,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,인천논현휴먼시아숲속마을1단지,287,110.73,872,371,9.06,4,243,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,인천논현휴먼시아숲속마을1단지,287,110.73,872,224,9.06,4,242,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,인천논현휴먼시아숲속마을1단지,284,111.68,872,128,9.06,4,263,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,인천논현휴먼시아숲속마을1단지,279,112.97,872,96,9.06,4,263,7.82,5,59,1,66981,26297,21,0,237
