구시군,읍면동,아파트명,평균매매가 제곱미터당(만원),분양면적,단지세대수,개별세대수,노후도,역세권점수,전세평균제곱미터당(만원),토지면적.km2.,문화시설수,쇼핑시설수,스타벅스,평균 인구수,평균 세대수,교육시설 수,개발호재유무,혼인건수3년평균
부평구,산곡동,프리상뜨,244,104.45,335,183,14.04,0,240,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신1차,285,56.19,542,104,32.02,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신1차,285,56.19,542,224,32.02,0,205,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신1차,275,72.72,542,84,32.02,0,227,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신1차,252,89.25,542,78,32.02,0,227,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신休,278,88.03,703,94,15.11,0,212,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신休,278,88.03,703,18,15.11,0,212,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신休,249,115.51,703,3,15.11,0,212,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신休,249,115.51,703,20,15.11,0,212,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신休,249,115.61,703,408,15.11,0,234,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신休,249,115.61,703,63,15.11,0,227,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,348,66.11,720,180,33.07,0,227,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,339,82.64,720,24,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,339,82.64,720,48,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,339,82.64,720,86,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,339,82.64,720,8,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,339,82.64,720,32,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,339,82.64,720,12,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,339,82.64,720,90,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,337,72.72,720,8,33.07,0,200,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,337,72.72,720,32,33.07,0,195,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,322,102.47,720,32,33.07,0,195,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,322,102.47,720,40,33.07,0,195,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,322,102.47,720,60,33.07,0,195,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,322,102.47,720,6,33.07,0,195,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,322,102.47,720,24,33.07,0,195,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,322,102.47,720,8,33.07,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,319,122.31,720,30,33.07,0,261,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양8차,241,105.78,208,136,25.03,0,257,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화1단지,317,80.56,744,76,21.09,0,224,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화1단지,289,109.1,744,360,21.09,0,285,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화1단지,268,127.09,744,80,21.09,0,245,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화2단지,347,80.78,1280,526,19.03,0,240,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화2단지,314,108.21,1280,358,19.03,0,224,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화2단지,308,110.35,1280,240,19.03,0,209,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화2단지,271,127.19,1280,80,19.03,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(179-92),255,82.32,384,160,19.01,0,205,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(179-92),241,109.89,384,174,19.01,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),263,127.29,2204,147,33.02,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),261,89.22,2204,180,33.02,0,193,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),260,89.38,2204,408,33.02,0,192,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),248,103.88,2204,55,33.02,0,192,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),248,104,2204,837,33.02,0,199,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),247,104.41,2204,270,33.02,0,223,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),242,169.74,2204,56,33.02,0,222,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,298,56.19,1496,90,30.08,0,215,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,288,69.42,1496,120,30.08,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,286,89.25,1496,146,30.08,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,286,89.25,1496,120,30.08,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,286,89.25,1496,60,30.08,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,286,89.25,1496,210,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,269,105.78,1496,60,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,269,105.78,1496,60,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,269,105.78,1496,60,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,269,105.78,1496,30,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,269,105.78,1496,30,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,269,105.78,1496,30,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,269,105.78,1496,30,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,269,105.78,1496,270,30.08,0,205,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,269,82.64,1496,180,30.08,0,205,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대3차,269,89.25,1200,210,29.03,0,224,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대3차,260,105.78,1200,540,29.03,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대3차,248,128.92,1200,60,29.03,0,268,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대5차,330,72.72,1161,407,25.01,0,256,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대5차,307,105.78,1161,530,25.01,0,232,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대5차,289,76.03,1161,18,25.01,0,225,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대5차,280,109.09,1161,19,25.01,0,193,3.6,7,45,0,94912,33872,19,0,238
부평구,십정동,광명,210,59.5,100,40,31,2,71,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,광명,203,62.81,100,60,31,2,68,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,금성,261,59.5,185,5,34.1,2,76,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,금성,261,59.5,185,90,34.1,2,76,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,금성,257,66.11,185,90,34.1,2,72,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,금호어울림,254,113.09,290,206,10.06,2,225,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,금호어울림,234,145.28,290,84,10.06,2,189,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,대주파크빌,225,109.09,312,143,17.02,2,157,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,대주파크빌,198,85.95,312,169,17.02,2,142,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,동보,220,105.78,207,87,20.05,2,184,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,동보,213,36.36,207,78,20.05,2,151,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,동보,154,168.59,207,42,20.05,2,133,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,동암신동아,280,79.33,1690,666,18.03,2,227,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,동암신동아,254,109.09,1690,672,18.03,2,206,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,동암신동아,198,161.98,1690,352,18.03,2,161,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,목동휘버스,200,104.01,64,1,13.04,2,94,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,목동휘버스,200,104.01,64,58,13.04,2,94,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,백영,200,82.64,206,206,21.07,2,163,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,브라운스톤백운,277,81.3,261,24,4.06,2,215,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,브라운스톤백운,269,113.25,261,146,4.06,2,185,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,브라운스톤백운,268,113.78,261,39,4.06,2,185,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,브라운스톤백운,268,113.78,261,52,4.06,2,185,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,삼용,191,62.81,45,45,32.01,2,155,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,신태양,151,56.19,100,100,30.11,2,116,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,약산,192,99.17,60,30,32.11,2,96,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,약산,127,82.64,60,30,32.11,2,91,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,예원,224,76.03,120,80,34.11,2,72,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,예원,219,66.11,120,40,34.11,2,69,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,정원,160,56.19,138,138,31.02,2,98,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,주공뜨란채,308,79.54,920,350,13.05,2,270,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,주공뜨란채,286,65.58,920,44,13.05,2,252,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,주공뜨란채,285,65.69,920,110,13.05,2,251,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,주공뜨란채,284,65.99,920,70,13.05,2,250,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,주공뜨란채,257,109.09,920,80,13.05,2,234,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,주공뜨란채,256,109.26,920,43,13.05,2,233,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,주공뜨란채,256,109.28,920,223,13.05,2,233,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,한국,236,79.33,194,34,20.11,2,195,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,한국,218,85.95,194,44,20.11,2,180,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,한국,210,89.25,194,108,20.11,2,174,2.89,3,39,1,43149,19001,11,0,238
부평구,부개동,뉴서울,306,62.81,1140,75,29.04,3,106,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,뉴서울,285,56.19,1140,1065,29.04,3,88,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대동,294,56.19,708,168,29.08,3,243,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대동,293,52.89,708,144,29.08,3,214,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대동,286,59.5,708,108,29.08,3,180,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대동,286,59.5,708,12,29.08,3,174,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대동,282,72.72,708,60,29.08,3,174,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대동,281,69.42,708,60,29.08,3,172,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대동,280,66.11,708,36,29.08,3,170,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대동,280,66.11,708,12,29.08,3,168,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대동,279,62.81,708,108,29.08,3,168,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대동(고층),281,102.47,686,686,27.08,3,167,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대진,280,56.19,258,180,30.01,3,160,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대진,280,56.19,258,12,30.01,3,234,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대진,280,66.11,258,60,30.01,3,197,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,대진,280,66.11,258,6,30.01,3,197,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,동아,293,52.89,384,144,30.02,3,160,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,동아,292,49.58,384,24,30.02,3,160,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,동아,291,66.11,384,204,30.02,3,182,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,동아,257,82.64,384,12,30.02,3,171,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,리노빌,318,69.25,103,1,15.03,3,163,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,리노빌,311,75.62,103,71,15.03,3,161,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,리노빌,290,55.25,103,3,15.03,3,126,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,리노빌,287,62.78,103,1,15.03,3,122,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,리노빌,260,105.8,103,22,15.03,3,120,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,리노빌,260,96.22,103,2,15.03,3,117,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,리노빌,176,48.35,103,3,15.03,3,111,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,백영,277,79.33,128,84,19.1,3,223,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,백영,231,109.09,128,44,19.1,3,222,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,백조,200,66.11,280,35,37.03,3,205,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,백조,182,72.72,280,15,37.03,3,134,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,백조,180,79.33,280,70,37.03,3,134,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역동도센트리움,373,60.4,217,56,4.02,3,131,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역동도센트리움,372,60.42,217,26,4.02,3,119,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역동도센트리움,372,60.5,217,14,4.02,3,240,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역동도센트리움,355,57.79,217,14,4.02,3,211,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역동도센트리움,347,52.542,217,14,4.02,3,120,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역동도센트리움,324,55.64,217,15,4.02,3,113,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역동도센트리움,318,45.541,217,13,4.02,3,103,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역동도센트리움,318,45.54,217,15,4.02,3,375,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역동도센트리움,296,78.54,217,50,4.02,3,370,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역푸르지오,449,84.69,1054,180,8.11,3,325,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역푸르지오,442,85.88,1054,50,8.11,3,323,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역푸르지오,404,113.83,1054,80,8.11,3,320,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역푸르지오,401,114.7,1054,128,8.11,3,261,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역푸르지오,398,115.57,1054,81,8.11,3,260,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역푸르지오,329,158.72,1054,230,8.11,3,259,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역푸르지오,327,159.82,1054,132,8.11,3,215,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역푸르지오,326,160.13,1054,89,8.11,3,214,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역푸르지오,295,192.96,1054,42,8.11,3,214,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역푸르지오,294,193.67,1054,21,8.11,3,66,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,부개역푸르지오,293,194.28,1054,21,8.11,3,269,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,삼이,193,72.72,50,50,35.07,3,103,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,상우신명보람,321,135.53,576,576,20.05,3,103,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,성업,183,62.81,80,40,33.07,3,227,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,성업,172,72.72,80,40,33.07,3,221,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,성일,281,69.42,415,338,28.01,3,84,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,성일,271,79.33,415,77,28.01,3,76,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,세인,206,72.72,74,74,38,3,179,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,신삼호,210,59.5,60,40,37.05,3,176,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,신삼호,189,66.11,60,20,37.05,3,166,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,오성,251,69.67,165,25,34.04,3,156,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,오성,247,70.84,165,30,34.04,3,155,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,오성,232,75.49,165,5,34.04,3,146,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,오성,216,67.28,165,70,34.04,3,155,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,오성,214,67.69,165,30,34.04,3,79,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,오성,201,72.07,165,5,34.04,3,275,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,욱일,265,66.11,468,468,30.02,3,267,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,인우,200,82.64,40,40,34.03,3,266,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공1단지,336,80.41,1044,160,22,3,258,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공1단지,334,80.91,1044,144,22,3,255,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공1단지,332,81.32,1044,284,22,3,271,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공1단지,331,70.96,1044,119,22,3,267,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공1단지,321,84.2,1044,337,22,3,265,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공3단지,326,54.51,1724,267,22.02,3,264,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공3단지,324,70.97,1724,238,22.02,3,253,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공3단지,320,79.22,1724,400,22.02,3,283,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공3단지,307,80.41,1724,160,22.02,3,280,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공3단지,300,80.91,1724,144,22.02,3,266,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공5단지,343,79.41,1317,49,20.05,3,276,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공5단지,339,80.33,1317,911,20.05,3,265,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공6단지,325,109.09,1240,1240,21.01,3,265,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공7단지,329,76.03,957,270,20.05,3,265,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공7단지,316,62.81,957,28,20.05,3,255,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공7단지,310,79.33,957,240,20.05,3,254,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공7단지,310,79.33,957,300,20.05,3,242,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공7단지,310,79.33,957,60,20.05,3,120,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공7단지,301,66.11,957,19,20.05,3,118,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,주공7단지,298,82.64,957,40,20.05,3,112,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,진양,176,79.33,96,6,29.01,3,84,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,진양,173,69.42,96,24,29.01,3,72,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,태산,171,62.81,110,10,34,3,291,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,"푸른마을삼부,한신",342,125.62,1020,516,19.06,3,244,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,"푸른마을삼부,한신",282,161.98,1020,504,19.06,3,128,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,한국,195,148.76,580,34,26.05,3,124,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,한국,194,92.56,580,102,26.05,3,111,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,한국,180,105.78,580,444,26.05,3,71,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,한양,202,59.5,40,40,37,3,128,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,현대,254,82.64,184,112,25.07,3,212,2.79,3,48,0,75471,28699,17,0,238
부평구,부개동,현대,234,109.09,184,72,25.07,3,193,2.79,3,48,0,75471,28699,17,0,238
부평구,삼산동,광명12차,193,95.86,456,36,28.05,2,144,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,광명12차,193,72.72,456,192,28.05,2,143,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,광명12차,184,76.03,456,60,28.05,2,138,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,광명12차,181,59.5,456,168,28.05,2,120,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,광명13차,158,72.72,168,96,28.02,2,103,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,광명13차,147,59.5,168,72,28.02,2,97,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,대보,196,89.25,340,1,33.07,2,105,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,대보,196,89.25,340,9,33.07,2,101,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,대보,194,76.03,340,170,33.07,2,101,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,대보,192,85.95,340,150,33.07,2,99,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,대보,184,69.42,340,10,33.07,2,94,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,동남,167,62.81,138,12,29,2,104,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,동남,157,92.56,138,6,29,2,104,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,동남,145,79.33,138,6,29,2,95,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,동남,144,69.42,138,84,29,2,92,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,동남,144,69.42,138,30,29,2,88,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,벽산블루밍,372,76.02,412,180,13,2,309,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,벽산블루밍,317,105.78,412,15,13,2,269,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,벽산블루밍,313,107.16,412,217,13,2,266,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,부영,176,59.5,280,80,34.04,2,105,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,부영,174,66.11,280,40,34.04,2,95,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,부영,171,76.03,280,70,34.04,2,89,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼보,225,105.78,630,150,28,2,184,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼보,216,92.56,630,30,28,2,172,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼보,213,72.65,630,90,28,2,169,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼보,207,85.95,630,255,28,2,167,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼보,205,79.33,630,105,28,2,158,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운1단지,413,79.91,1873,909,13.06,2,338,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운1단지,412,80.01,1873,51,13.06,2,337,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운1단지,402,84.51,1873,78,13.06,2,326,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운1단지,397,70.53,1873,750,13.06,2,326,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운1단지,383,70.55,1873,85,13.06,2,325,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운2단지두산위브,337,106.86,1622,128,13.01,2,257,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운2단지두산위브,337,106.87,1622,254,13.01,2,257,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운2단지두산위브,328,109.792,1622,561,13.01,2,250,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운2단지두산위브,328,109.792,1622,22,13.01,2,250,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운2단지두산위브,326,110.501,1622,87,13.01,2,249,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운2단지두산위브,326,110.511,1622,570,13.01,2,249,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운6단지,432,106.532,784,392,14.04,2,343,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운6단지,427,107.693,784,392,14.04,2,339,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운7단지,361,106.052,1314,644,14.04,2,316,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,삼산타운7단지,357,107.183,1314,670,14.04,2,313,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,서해그랑블,320,114.2,454,212,7.05,2,276,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,서해그랑블,316,115.57,454,242,7.05,2,273,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,신성미소지움,489,178.02,1030,10,13.07,2,247,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,신성미소지움,470,180.73,1030,4,13.07,2,246,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,신성미소지움,365,180.63,1030,100,13.07,2,207,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,신성미소지움,333,127.49,1030,420,13.07,2,188,3.08,2,36,1,70150,24954,12,0,238
부평구,삼산동,신성미소지움,332,128.01,1030,156,13.07,2,185,3.08,2,36,1,70150,24954,12,0,238
