구시군,읍면동,아파트명,분양면적,단지세대수,개별세대수,평균매매가.제곱미터당.만원.,노후도,역세권점수,전세평균..당가.만원.,토지면적.km2.,문화시설수,쇼핑시설수,스타벅스,X3년.평균.인구수,X3년.평균.세대수,초중고현황,개발호재유무,혼인건수3년평균
부평구,갈산동,정광,79.33,311,120,186,28.08,3,119,1.73,3,19,1,38996,15338,5,0,238
부평구,갈산동,정광,56.19,311,59,182,28.08,3,117,1.73,3,19,1,38996,15338,5,0,238
부평구,갈산동,태화(1동),102.47,410,80,200,24.03,3,151,1.73,3,19,1,38996,15338,5,0,238
부평구,갈산동,태화(1동),79.33,410,330,183,24.03,3,146,1.73,3,19,1,38996,15338,5,0,238
부평구,갈산동,태화(2동),125.62,390,52,255,26.05,3,219,1.73,3,19,1,38996,15338,5,0,238
부평구,갈산동,태화(2동),148.76,390,234,225,26.05,3,185,1.73,3,19,1,38996,15338,5,0,238
부평구,갈산동,태화(2동),178.51,390,104,190,26.05,3,154,1.73,3,19,1,38996,15338,5,0,238
부평구,갈산동,팬더,79.33,280,64,290,25.07,3,252,1.73,3,19,1,38996,15338,5,0,238
부평구,갈산동,팬더,105.78,280,216,255,25.07,3,213,1.73,3,19,1,38996,15338,5,0,238
부평구,갈산동,하나타운,105.78,526,526,279,26.01,3,236,1.73,3,19,1,38996,15338,5,0,238
부평구,갈산동,한국,79.33,280,64,315,25.07,3,284,1.73,3,19,1,38996,15338,5,0,238
부평구,갈산동,한국,105.78,280,108,255,25.07,3,213,1.73,3,19,1,38996,15338,5,0,238
부평구,갈산동,한국,105.78,280,108,255,25.07,3,213,1.73,3,19,1,38996,15338,5,0,238
부평구,부평동,가나안미도4차,79.33,140,130,161,32.1,4,126,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,가나안미도4차,89.25,140,10,148,32.1,4,118,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,건영캐스빌,112.2,142,16,172,16.06,4,120,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,건영캐스빌,113.5,142,24,170,16.06,4,118,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,건영캐스빌,80.83,142,26,163,16.06,4,117,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,건영캐스빌,116.42,142,24,163,16.06,4,98,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,건영캐스빌,81.16,142,52,163,16.06,4,97,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,건우,66.11,150,20,174,33.05,4,136,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,건우,79.33,150,30,161,33.05,4,127,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,건우,82.64,150,100,160,33.05,4,126,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,대림1차,69.42,1470,420,295,29,4,227,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,대림1차,102.47,1470,480,278,29,4,223,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,대림1차,92.56,1470,570,275,29,4,222,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,대우,76.03,308,110,381,20.04,4,270,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,대우,109.09,308,198,330,20.04,4,229,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,동아1단지,92.56,2475,870,405,32.06,4,243,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,동아1단지,102.47,2475,510,405,32.06,4,234,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,동아1단지,72.72,2475,825,399,32.06,4,223,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,동아1단지,142.14,2475,270,345,32.06,4,216,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,동아2단지,109.09,2128,758,380,23.1,4,289,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,동아2단지,82.64,2128,794,339,23.1,4,248,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,동아2단지,165.29,2128,288,287,23.1,4,191,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,동아2단지,204.95,2128,288,239,23.1,4,163,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,두산위브,76.09,280,105,361,13.1,4,283,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,두산위브,106.42,280,175,305,13.1,4,235,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,래미안부평,79.72,1381,184,508,4.03,4,401,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,래미안부평,111.51,1381,16,435,4.03,4,336,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,래미안부평,112.01,1381,36,433,4.03,4,335,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,래미안부평,112.07,1381,344,433,4.03,4,335,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,래미안부평,112.14,1381,110,432,4.03,4,334,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,래미안부평,112.25,1381,98,432,4.03,4,334,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,래미안부평,112.62,1381,64,431,4.03,4,333,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,래미안부평,112.8,1381,66,430,4.03,4,332,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,래미안부평,150.45,1381,144,376,4.03,4,276,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,래미안부평,151.15,1381,39,374,4.03,4,275,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,래미안부평,151.18,1381,44,374,4.03,4,275,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,백조주상복합,76.03,50,50,164,21.06,4,89,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,부평,79.33,260,100,246,37.03,4,126,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,부평,59.5,260,160,244,37.03,4,126,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,부평LH2단지,110.47,704,298,290,6.05,4,222,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,부평LH2단지,85.72,704,227,289,6.05,4,222,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,부평LH2단지,85.72,704,88,289,6.05,4,198,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,부평LH2단지,134.07,704,59,280,6.05,4,190,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,삼진,62.81,90,60,199,35.03,4,88,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,삼진,76.03,90,30,178,35.03,4,85,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,신성미소지움,80.43,298,61,264,13.06,4,199,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,신성미소지움,107.98,298,175,232,13.06,4,171,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,신성미소지움,125.74,298,62,223,13.06,4,159,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,신영,46.28,139,24,281,35.04,4,97,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,신영,49.58,139,20,272,35.04,4,91,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,신영,72.72,139,95,254,35.04,4,76,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,예지,82.64,100,100,169,30.08,4,103,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,욱일,102.47,780,120,220,28.02,4,181,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,욱일,105.78,780,660,215,28.02,4,175,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,유진마젤란,93.07,110,82,220,13.09,4,177,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,유진마젤란,94.32,110,14,217,13.09,4,175,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,유진마젤란,101.8,110,14,211,13.09,4,162,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,창보,82.64,202,60,290,19.12,4,250,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,창보,109.09,202,102,284,19.12,4,234,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,창보,85.95,202,40,268,19.12,4,230,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,한국,105.78,180,70,232,20.06,4,180,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,한국,82.64,180,76,218,20.06,4,163,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,한국,148.76,180,34,192,20.06,4,161,6.91,16,169,5,160052,69983,12,1,238
부평구,부평동,해마루,67.37,65,13,289,8.11,4,260,6.91,16,169,5,160052,69983,12,1,238
부평구,일신동,일신주공,52.89,967,134,269,23,0,208,4.31,1,6,0,13912,5195,2,0,238
부평구,일신동,일신주공,79.33,967,414,246,23,0,208,4.31,1,6,0,13912,5195,2,0,238
부평구,일신동,일신주공,85.95,967,218,227,23,0,192,4.31,1,6,0,13912,5195,2,0,238
부평구,일신동,일신주공,89.25,967,201,218,23,0,185,4.31,1,6,0,13912,5195,2,0,238
부평구,일신동,풍림,109.38,750,630,263,23,0,220,4.31,1,6,0,13912,5195,2,0,238
부평구,일신동,풍림,93.36,750,120,257,23,0,215,4.31,1,6,0,13912,5195,2,0,238
부평구,청천동,광명,105.78,418,160,227,23.02,2,178,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,광명,95.86,418,30,224,23.02,2,172,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,광명,82.64,418,228,194,23.02,2,170,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,금호타운,79.33,2539,1105,356,20.02,2,290,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,금호타운,109.09,2539,884,321,20.02,2,275,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,금호타운,128.92,2539,374,306,20.02,2,270,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,금호타운,161.98,2539,176,284,20.02,2,241,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,대진,82.64,340,210,239,33.07,2,197,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,대진,76.03,340,120,220,33.07,2,168,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,동양,72.72,200,30,151,36,2,100,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,동양,66.11,200,70,144,36,2,100,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,동양,62.81,200,100,143,36,2,95,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,무지개,79.33,220,120,208,25.09,2,176,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,무지개,112.39,220,100,182,25.09,2,160,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,미가로,79.33,170,88,344,12.04,2,293,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,미가로,107.88,170,13,290,12.04,2,262,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,미가로,105.33,170,69,275,12.04,2,252,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,미도6차,62.81,222,96,231,33.1,2,188,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,미도6차,82.64,222,60,230,33.1,2,187,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,미도6차,72.72,222,6,223,33.1,2,182,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,미도6차,72.72,222,60,223,33.1,2,182,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,미도7차,66.11,384,192,246,29.1,2,204,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,미도7차,76.03,384,192,237,29.1,2,185,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,삼익,69.42,375,120,270,32.01,2,252,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,삼익,62.81,375,165,267,32.01,2,235,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,삼익,82.64,375,90,248,32.01,2,227,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,쌍용,69.42,510,120,335,28.03,2,285,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,쌍용,89.25,510,120,300,28.03,2,272,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,쌍용,102.47,510,270,281,28.03,2,266,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,영진,85.95,196,164,157,23.05,2,87,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,영진,76.03,196,32,132,23.05,2,85,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,우림필유,96.14,209,188,317,13.03,2,296,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,인성,79.33,80,80,200,33.11,2,69,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,인향,105.78,266,152,177,24.11,2,112,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,인향,109.09,266,19,176,24.11,2,104,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,인향,82.64,266,95,175,24.11,2,101,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,청천,59.5,130,110,176,40.01,2,126,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,청천,76.03,130,20,171,40.01,2,125,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,청천푸르지오,79.33,2257,727,315,20.06,2,246,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,청천푸르지오,109.09,2257,188,270,20.06,2,221,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,청천푸르지오,109.09,2257,790,270,20.06,2,220,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,청천푸르지오,122.31,2257,264,268,20.06,2,220,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,청천푸르지오,161.98,2257,288,222,20.06,2,182,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,현광,72.72,48,6,206,24.07,2,167,4.96,3,46,1,46738,18633,4,0,238
부평구,청천동,현광,62.81,48,42,203,24.07,2,162,4.96,3,46,1,46738,18633,4,0,238
부평구,일신동,부평자이,85.64,719,147,320,12.03,0,274,4.31,1,6,0,13912,5195,2,0,238
부평구,일신동,부평자이,110.24,719,572,294,12.03,0,236,4.31,1,6,0,13912,5195,2,0,238
부평구,산곡동,경남1차,79.33,810,120,243,28,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,경남1차,95.86,810,120,243,28,0,206,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,경남2차,105.78,690,510,251,27.05,0,202,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,경남2차,76.03,690,30,250,27.05,0,224,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,경남3차,105.78,916,420,255,26.01,0,203,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,경남4차,109.09,776,312,248,24.07,0,203,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,경남4차,82.64,776,286,242,24.07,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,경남5차,92.56,308,80,248,26.03,0,203,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,금호이수마운트밸리,87.81,1365,286,376,11,0,198,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,금호이수마운트밸리,114.9,1365,640,347,11,0,212,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,금호이수마운트밸리,146.59,1365,357,307,11,0,202,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,금호이수마운트밸리,167.43,1365,82,296,11,0,221,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,수암,59.5,170,100,395,30.02,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,수암,62.81,170,50,390,30.02,0,285,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,수암,69.42,170,20,375,30.02,0,261,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,스카이뷰숲,93.68,191,30,240,11.07,0,249,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,"우성1,2,3차",69.42,1980,405,266,29.02,0,233,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,"우성1,2,3차",102.47,1980,240,263,29.02,0,193,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,"우성1,2,3차",102.47,1980,270,263,29.02,0,230,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,"우성1,2,3차",89.25,1980,450,263,29.02,0,229,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,"우성1,2,3차",89.25,1980,180,263,29.02,0,229,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,"우성1,2,3차",52.89,1980,255,255,29.02,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,"우성1,2,3차",128.92,1980,90,240,29.02,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,우성4차,102.47,494,270,254,27.11,0,220,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,푸르지오,78.47,765,175,497,7.02,0,192,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,푸르지오,79.08,765,41,493,7.02,0,389,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,푸르지오,109.28,765,152,421,7.02,0,386,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,푸르지오,110.37,765,120,417,7.02,0,320,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,푸르지오,110.39,765,112,417,7.02,0,317,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,푸르지오,142.53,765,117,379,7.02,0,317,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,프리상뜨,79.41,335,86,296,14.04,0,309,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,프리상뜨,75.9,335,30,290,14.04,0,241,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,프리상뜨,103.04,335,36,247,14.04,0,240,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,프리상뜨,104.45,335,183,244,14.04,0,240,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신1차,56.19,542,104,285,32.02,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신1차,56.19,542,224,285,32.02,0,205,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신1차,72.72,542,84,275,32.02,0,227,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신1차,89.25,542,78,252,32.02,0,227,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신休,88.03,703,94,278,15.11,0,212,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신休,88.03,703,18,278,15.11,0,212,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신休,115.51,703,3,249,15.11,0,212,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신休,115.51,703,20,249,15.11,0,212,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신休,115.61,703,408,249,15.11,0,234,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한신休,115.61,703,63,249,15.11,0,227,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,66.11,720,180,348,33.07,0,227,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,82.64,720,24,339,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,82.64,720,48,339,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,82.64,720,86,339,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,82.64,720,8,339,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,82.64,720,32,339,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,82.64,720,12,339,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,82.64,720,90,339,33.07,0,218,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,72.72,720,8,337,33.07,0,200,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,72.72,720,32,337,33.07,0,195,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,102.47,720,32,322,33.07,0,195,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,102.47,720,40,322,33.07,0,195,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,102.47,720,60,322,33.07,0,195,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,102.47,720,6,322,33.07,0,195,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,102.47,720,24,322,33.07,0,195,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,102.47,720,8,322,33.07,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양2단지,122.31,720,30,319,33.07,0,261,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한양8차,105.78,208,136,241,25.03,0,257,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화1단지,80.56,744,76,317,21.09,0,224,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화1단지,109.1,744,360,289,21.09,0,285,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화1단지,127.09,744,80,268,21.09,0,245,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화2단지,80.78,1280,526,347,19.03,0,240,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화2단지,108.21,1280,358,314,19.03,0,224,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화2단지,110.35,1280,240,308,19.03,0,209,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,한화2단지,127.19,1280,80,271,19.03,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(179-92),82.32,384,160,255,19.01,0,205,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(179-92),109.89,384,174,241,19.01,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),127.29,2204,147,263,33.02,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),89.22,2204,180,261,33.02,0,193,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),89.38,2204,408,260,33.02,0,192,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),103.88,2204,55,248,33.02,0,192,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),104,2204,837,248,33.02,0,199,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),104.41,2204,270,247,33.02,0,223,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대(307),169.74,2204,56,242,33.02,0,222,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,56.19,1496,90,298,30.08,0,215,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,69.42,1496,120,288,30.08,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,89.25,1496,146,286,30.08,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,89.25,1496,120,286,30.08,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,89.25,1496,60,286,30.08,0,213,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,89.25,1496,210,286,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,105.78,1496,60,269,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,105.78,1496,60,269,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,105.78,1496,60,269,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,105.78,1496,30,269,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,105.78,1496,30,269,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,105.78,1496,30,269,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,105.78,1496,30,269,30.08,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,105.78,1496,270,269,30.08,0,205,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대2차,82.64,1496,180,269,30.08,0,205,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대3차,89.25,1200,210,269,29.03,0,224,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대3차,105.78,1200,540,260,29.03,0,208,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대3차,128.92,1200,60,248,29.03,0,268,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대5차,72.72,1161,407,330,25.01,0,256,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대5차,105.78,1161,530,307,25.01,0,232,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대5차,76.03,1161,18,289,25.01,0,225,3.6,7,45,0,94912,33872,19,0,238
부평구,산곡동,현대5차,109.09,1161,19,280,25.01,0,193,3.6,7,45,0,94912,33872,19,0,238
부평구,십정동,광명,59.5,100,40,210,31,2,71,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,광명,62.81,100,60,203,31,2,68,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,금성,59.5,185,5,261,34.1,2,76,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,금성,59.5,185,90,261,34.1,2,76,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,금성,66.11,185,90,257,34.1,2,72,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,금호어울림,113.09,290,206,254,10.06,2,225,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,금호어울림,145.28,290,84,234,10.06,2,189,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,대주파크빌,109.09,312,143,225,17.02,2,157,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,대주파크빌,85.95,312,169,198,17.02,2,142,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,동보,105.78,207,87,220,20.05,2,184,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,동보,36.36,207,78,213,20.05,2,151,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,동보,168.59,207,42,154,20.05,2,133,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,동암신동아,79.33,1690,666,280,18.03,2,227,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,동암신동아,109.09,1690,672,254,18.03,2,206,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,동암신동아,161.98,1690,352,198,18.03,2,161,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,목동휘버스,104.01,64,1,200,13.04,2,94,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,목동휘버스,104.01,64,58,200,13.04,2,94,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,백영,82.64,206,206,200,21.07,2,163,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,브라운스톤백운,81.3,261,24,277,4.06,2,215,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,브라운스톤백운,113.25,261,146,269,4.06,2,185,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,브라운스톤백운,113.78,261,39,268,4.06,2,185,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,브라운스톤백운,113.78,261,52,268,4.06,2,185,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,삼용,62.81,45,45,191,32.01,2,155,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,신태양,56.19,100,100,151,30.11,2,116,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,약산,99.17,60,30,192,32.11,2,96,2.89,3,39,1,43149,19001,11,0,238
부평구,십정동,약산,82.64,60,30,127,32.11,2,91,2.89,3,39,1,43149,19001,11,0,238
