구시군,읍면동,아파트명,분양면적,단지세대수,개별세대수,평균매매가.제곱미터당.만원.,노후도,역세권점수,전세평균..당가.만원.,토지면적.km2.,문화시설수,쇼핑시설수,스타벅스,X3년.평균.인구수,X3년.평균.세대수,초중고현황,개발호재유무,혼인건수3년평균
남동구,서창동,인천서창LH7단지,133.22,1196,48,274,6.06,0,195,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,133.24,1196,76,274,6.06,0,195,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,133.282,1196,19,274,6.06,0,195,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,133.28,1196,57,274,6.06,0,195,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,157.42,1196,73,270,6.06,0,175,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,157.42,1196,18,270,6.06,0,175,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH7단지,158.14,1196,34,269,6.06,0,174,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,101.27,566,215,311,4.09,0,232,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,101.32,566,23,311,4.09,0,232,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,114.8,566,52,301,4.09,0,222,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,114.83,566,86,300,4.09,0,222,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,114.85,566,23,300,4.09,0,222,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,114.85,566,147,300,4.09,0,222,2.4,2,16,1,30436,11486,5,0,237
남동구,서창동,인천서창LH8단지,114.89,566,20,300,4.09,0,222,2.4,2,16,1,30436,11486,5,0,237
남동구,장수서창동,임광그대家,108,666,406,264,11.1,0,204,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,임광그대家,159.58,666,260,221,11.1,0,163,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평1차,79.33,435,306,233,23.01,0,183,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평1차,92.56,435,21,211,23.01,0,178,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평1차,109.09,435,1,206,23.01,0,160,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평1차,109.09,435,1,206,23.01,0,160,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평1차,109.09,435,106,206,23.01,0,160,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평2차,76.03,577,236,243,21,0,191,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평2차,92.56,577,74,211,21,0,178,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평2차,109.09,577,185,209,21,0,170,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평2차,142.14,577,44,186,21,0,137,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평2차,178.51,577,20,154,21,0,109,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,태평2차,208.26,577,18,137,21,0,94,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,현대모닝사이드,115.7,630,478,220,16.01,0,186,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,현대모닝사이드,155.37,630,76,193,16.01,0,148,13.97,4,33,1,17742,6450,0,0,237
남동구,장수서창동,현대모닝사이드,191.73,630,76,172,16.01,0,130,13.97,4,33,1,17742,6450,0,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,112.88,850,55,434,3.06,4,323,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,113.22,850,110,433,3.06,4,322,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,113.47,850,29,432,3.06,4,322,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,113.47,850,85,432,3.06,4,322,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,132.26,850,285,393,3.06,4,302,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,133.66,850,143,389,3.06,4,299,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,133.73,850,114,389,3.06,4,299,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월아시아드선수촌센트럴자이,133.73,850,29,389,3.06,4,299,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,65.98,5076,108,341,11.04,4,296,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,87.98,5076,449,301,11.04,4,267,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,114.67,5076,746,288,11.04,4,234,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,104.61,5076,643,282,11.04,4,229,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,111.23,5076,68,279,11.04,4,229,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,111.23,5076,433,279,11.04,4,228,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,111.6,5076,484,278,11.04,4,224,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,114.09,5076,348,272,11.04,4,222,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,114.82,5076,348,270,11.04,4,222,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,147.74,5076,1093,264,11.04,4,200,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트1단지,168.11,5076,356,238,11.04,4,164,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트3단지,114.47,474,224,271,11.04,4,228,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트3단지,111.72,474,56,255,11.04,4,228,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트3단지,111.72,474,63,255,11.04,4,227,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,구월힐스테이트3단지,112.09,474,131,254,11.04,4,223,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동남,92.56,168,60,173,27.07,4,103,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동남,76.03,168,60,164,27.07,4,102,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동남,82.64,168,48,163,27.07,4,94,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,105.78,486,13,227,27.03,4,184,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,105.78,486,145,227,27.03,4,184,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,105.78,486,150,227,27.03,4,184,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,138.84,486,43,205,27.03,4,148,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,155.37,486,30,190,27.03,4,122,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,181.81,486,90,162,27.03,4,113,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,동아,201.65,486,15,154,27.03,4,102,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,두드림,102.71,91,84,204,12,4,131,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,65.96,3384,88,432,11.04,4,364,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,87.81,3384,184,370,11.04,4,313,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,104.43,3384,159,345,11.04,4,278,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,111.28,3384,450,324,11.04,4,261,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,111.28,3384,86,324,11.04,4,261,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,111.64,3384,550,322,11.04,4,260,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,113.9,3384,344,318,11.04,4,259,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,114.63,3384,352,316,11.04,4,257,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,114.95,3384,353,315,11.04,4,257,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,147.39,3384,761,288,11.04,4,234,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,롯데캐슬골드2단지,165.29,3384,57,275,11.04,4,215,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,벽산,76.03,149,6,155,29.02,4,118,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,벽산,76.03,149,12,155,29.02,4,118,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,벽산,69.42,149,6,151,29.02,4,115,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,벽산,69.42,149,119,151,29.02,4,115,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,삼보,76.03,90,70,161,34.11,4,102,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,삼보,82.64,90,20,148,34.11,4,91,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,성문,82.64,103,103,175,22.02,4,115,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,송정,52.89,108,72,180,30.11,4,126,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,송정,59.5,108,36,168,30.11,4,104,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,신세계,92.56,700,196,176,38.07,4,126,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,신세계,92.56,700,252,176,38.07,4,124,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,신세계,79.33,700,210,170,38.07,4,124,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,신세계,112.39,700,42,165,38.07,4,120,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,아주정광,56.19,45,20,178,32.06,4,102,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,아주정광,69.42,45,5,176,32.06,4,100,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,아주정광,62.81,45,20,167,32.06,4,97,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,우정,62.81,140,30,199,35.04,4,106,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,우정,66.11,140,60,197,35.04,4,101,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,우정,59.5,140,1,189,35.04,4,101,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,우정,59.5,140,49,189,35.04,4,96,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,우정개나리,66.11,95,50,182,35,4,96,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,우정개나리,72.72,95,45,179,35,4,95,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,이화,89.25,40,40,151,34.03,4,84,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,인천대우재LH,109.16,120,30,298,6.11,4,266,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,인천대우재LH,109.21,120,75,298,6.11,4,266,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,인천대우재LH,109.44,120,15,297,6.11,4,265,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,정광,79.33,70,40,170,33.09,4,85,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,정광,82.64,70,30,169,33.09,4,85,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,중앙,95.86,40,35,170,34.08,4,68,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,중앙,102.47,40,5,168,34.08,4,63,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,팬더,92.56,946,240,246,27.02,4,205,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,팬더,102.47,946,706,244,27.02,4,200,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,해창,69.42,150,30,180,34.1,4,92,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,해창,89.25,150,40,167,34.1,4,92,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,해창,92.56,150,40,166,34.1,4,88,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,해창,79.33,150,40,158,34.1,4,76,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,현광(1259-14),56.19,40,20,147,31.03,4,58,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,희망,69.42,145,140,194,35.07,4,91,5.42,11,118,6,118108,48390,13,0,237
남동구,구월동,희망,82.64,145,5,182,35.07,4,90,5.42,11,118,6,118108,48390,13,0,237
남동구,논현동,단풍마을뜨란채11단지,106.06,898,92,285,12.04,4,236,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,단풍마을뜨란채11단지,106.27,898,90,285,12.04,4,235,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,단풍마을뜨란채11단지,106.551,898,200,284,12.04,4,235,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,단풍마을뜨란채11단지,106.57,898,236,284,12.04,4,235,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,단풍마을뜨란채11단지,106.822,898,40,283,12.04,4,234,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,단풍마을뜨란채11단지,106.82,898,80,283,12.04,4,234,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,단풍마을뜨란채11단지,106.82,898,160,283,12.04,4,234,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,동산마을뜨란채8단지,107.55,833,749,281,12.04,4,237,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,동산마을뜨란채8단지,107.66,833,84,281,12.04,4,237,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,소래풍림,79.33,1517,616,258,18.09,4,230,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신영지웰,260.03,985,17,356,11.04,4,188,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신영지웰,239.43,985,10,334,11.04,4,250,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신영지웰,121.96,985,460,303,11.04,4,191,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신영지웰,161.9,985,378,247,11.04,4,244,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신일해피트리,230.09,828,4,348,11.07,4,215,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신일해피트리,127.08,828,164,283,11.07,4,205,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신일해피트리,146.59,828,172,266,11.07,4,188,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,신일해피트리,161.32,828,400,251,11.07,4,231,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,어진6단지한화꿈에그린,131.78,982,208,281,11,4,207,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,어진6단지한화꿈에그린,161.78,982,100,250,11,4,204,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,어진6단지한화꿈에그린,154.19,982,198,246,11,4,204,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,어진6단지한화꿈에그린,154.28,982,376,246,11,4,248,7.82,5,59,1,66981,26297,21,0,237
남동구,논현고잔동,에코메트로10단지한화꿈에그린,250.83,556,60,329,8,4,243,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로10단지한화꿈에그린,221.44,556,62,327,8,4,242,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로10단지한화꿈에그린,154.87,556,208,320,8,4,235,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로10단지한화꿈에그린,186.97,556,226,308,8,4,259,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,111.83,1622,518,326,9.05,4,258,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,112.19,1622,206,316,9.05,4,247,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,142.89,1622,154,308,9.05,4,220,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,111.23,1622,360,306,9.05,4,220,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,131.77,1622,174,304,9.05,4,206,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,153.09,1622,116,300,9.05,4,191,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,164.69,1622,42,288,9.05,4,261,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로11단지한화꿈에그린,194.07,1622,52,283,9.05,4,259,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,111.22,1298,240,319,9.05,4,259,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,142.98,1298,146,318,9.05,4,221,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,111.81,1298,370,318,9.05,4,220,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,112.17,1298,194,316,9.05,4,206,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,131,1298,152,309,9.05,4,191,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,153.2,1298,110,297,9.05,4,228,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,164.6,1298,40,295,9.05,4,212,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로12단지한화꿈에그린,194.41,1298,46,283,9.05,4,195,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로3차더타워,196.62,644,38,383,5.02,4,191,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로3차더타워,177.5,644,20,344,5.02,4,189,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로3차더타워,164.11,644,190,329,5.02,4,255,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로3차더타워,146.39,644,244,328,5.02,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로3차더타워,131.83,644,152,315,5.02,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,113.7,1052,190,339,8,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,114.27,1052,190,337,8,4,221,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,114.34,1052,260,337,8,4,216,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,114.37,1052,56,337,8,4,205,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,153.92,1052,76,325,8,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,134.39,1052,204,324,8,4,253,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로5단지한화꿈에그린,185.81,1052,76,299,8,4,253,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로6단지한화꿈에그린,114.02,960,192,325,8,4,253,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로6단지한화꿈에그린,114.59,960,192,323,8,4,255,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로6단지한화꿈에그린,114.66,960,288,323,8,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로6단지한화꿈에그린,114.69,960,288,323,8,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로7단지한화꿈에그린,113.61,848,102,326,8,4,254,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로7단지한화꿈에그린,114.18,848,102,324,8,4,249,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로7단지한화꿈에그린,114.25,848,322,324,8,4,230,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로7단지한화꿈에그린,114.28,848,322,324,8,4,210,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로9단지한화꿈에그린,250.45,810,68,345,7.1,4,207,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로9단지한화꿈에그린,221.27,810,66,328,7.1,4,250,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로9단지한화꿈에그린,196.07,810,338,306,7.1,4,246,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,에코메트로9단지한화꿈에그린,161.61,810,338,303,7.1,4,211,10.5,4,35,1,40601,14147,0,0,237
남동구,논현동,웰카운티,239.14,888,6,479,10.04,4,199,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,웰카운티,239.29,888,8,478,10.04,4,199,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,웰카운티,239.38,888,2,478,10.04,4,198,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,웰카운티,125.88,888,366,296,10.04,4,231,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,웰카운티,126.13,888,138,293,10.04,4,230,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,웰카운티,156.37,888,224,262,10.04,4,228,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,유호N-CITY1단지,132.83,383,76,312,5.07,4,226,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,유호N-CITY1단지,124.94,383,67,292,5.07,4,239,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,유호N-CITY1단지,112.7,383,113,280,5.07,4,239,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,유호N-CITY1단지,113.17,383,127,278,5.07,4,248,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,유호N-CITY2단지,111.05,95,57,304,5.07,4,248,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,유호N-CITY2단지,111.09,95,38,304,5.07,4,248,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,인천논현휴먼시아숲속마을1단지,110.71,872,49,287,9.06,4,246,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,인천논현휴먼시아숲속마을1단지,110.73,872,371,287,9.06,4,243,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,인천논현휴먼시아숲속마을1단지,110.73,872,224,287,9.06,4,242,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,인천논현휴먼시아숲속마을1단지,111.68,872,128,284,9.06,4,263,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,인천논현휴먼시아숲속마을1단지,112.97,872,96,279,9.06,4,263,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,인천논현휴먼시아숲속마을1단지,113.72,872,4,277,9.06,4,256,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,주공13단지,78.05,785,40,327,12.06,4,255,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,주공13단지,78.42,785,416,325,12.06,4,254,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,주공13단지,78.6,785,39,324,12.06,4,205,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,주공13단지,70.25,785,20,305,12.06,4,194,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,주공13단지,70.29,785,270,304,12.06,4,192,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,주공1단지,69.42,1190,120,252,20.02,4,217,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,주공2단지,52.89,1252,134,265,20.02,4,206,7.82,5,59,1,66981,26297,21,0,237
남동구,논현동,주공2단지,76.03,1252,120,253,20.02,4,199,7.82,5,59,1,66981,26297,21,0,237
남동구,논현고잔동,힐스테이트,218.81,594,2,388,8.01,4,194,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,힐스테이트,260.53,594,2,384,8.01,4,270,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,힐스테이트,113.06,594,60,323,8.01,4,269,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,힐스테이트,113.44,594,60,322,8.01,4,217,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,힐스테이트,147.26,594,118,306,8.01,4,215,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,힐스테이트,150.59,594,120,299,8.01,4,212,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,힐스테이트,164.45,594,114,292,8.01,4,207,10.5,4,35,1,40601,14147,0,0,237
남동구,논현고잔동,힐스테이트,182.33,594,118,274,8.01,4,197,10.5,4,35,1,40601,14147,0,0,237
남동구,남촌도림동,삼호,77.13,98,98,169,17.01,0,117,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,청호,66.11,132,66,144,27.07,0,79,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,청호,69.42,132,6,137,27.07,0,76,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,청호,79.33,132,24,136,27.07,0,72,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,청호,62.81,132,12,123,27.07,0,68,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,풍림1차,79.33,421,219,240,20.06,0,202,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,풍림1차,109.09,421,202,211,20.06,0,160,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,풍림2차,76.03,319,134,247,20.03,0,197,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,풍림2차,109.09,319,4,209,20.03,0,156,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,풍림2차,109.09,319,103,209,20.03,0,156,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,풍림2차,142.14,319,78,171,20.03,0,134,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,풍림3차,79.33,735,85,249,19.02,0,208,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,풍림3차,79.33,735,170,249,19.02,0,208,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,풍림3차,105.78,735,346,222,19.02,0,180,9.76,1,13,0,23584,9250,3,0,237
남동구,남촌도림동,풍림3차,152.06,735,134,189,19.02,0,132,9.76,1,13,0,23584,9250,3,0,237
남동구,간석동,간석LH1단지,88.33,587,174,337,4.01,5,122,4.19,3,88,1,105259,44637,14,0,237
남동구,간석동,간석LH1단지,88.34,587,90,337,4.01,5,289,4.19,3,88,1,105259,44637,14,0,237
남동구,간석동,간석LH1단지,115.05,587,98,298,4.01,5,289,4.19,3,88,1,105259,44637,14,0,237
남동구,간석동,간석LH1단지,115.06,587,87,298,4.01,5,252,4.19,3,88,1,105259,44637,14,0,237
남동구,간석동,간석LH2단지,86.67,792,88,340,4.01,5,252,4.19,3,88,1,105259,44637,14,0,237
남동구,간석동,간석LH2단지,98.44,792,18,315,4.01,5,297,4.19,3,88,1,105259,44637,14,0,237
남동구,간석동,간석LH2단지,98.74,792,50,314,4.01,5,289,4.19,3,88,1,105259,44637,14,0,237
