구시군,읍면동,아파트명,분양면적,총세대수,세대수,매매평균 ㎡당가(만원),3.3㎡당가(만원),입주년도,노후도,역세권점수,전세평균 ㎡당가(만원),토지면적(km2),문화시설수,쇼핑시설수,스타벅스
부평구,산곡동,금호이수마운트밸리,146.59,"1,365",357,307,"1,014.80",2007.12,11,0,202,3.6,7,45,0
부평구,산곡동,금호이수마운트밸리,167.43,"1,365",82,296,977.3,2007.12,11,0,221,3.6,7,45,0
부평구,산곡동,수암,59.5,170,100,395,"1,305.70",1988.1,30.02,0,213,3.6,7,45,0
부평구,산곡동,수암,62.81,170,50,390,"1,289.50",1988.1,30.02,0,285,3.6,7,45,0
부평구,산곡동,수암,69.42,170,20,375,"1,238.10",1988.1,30.02,0,261,3.6,7,45,0
부평구,산곡동,스카이뷰숲,93.68,191,30,240,794,2007.05,11.07,0,249,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",69.42,"1,980",405,266,881,1989.1,29.02,0,233,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",102.47B,"1,980",240,263,871.1,1989.1,29.02,0,193,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",102.47A,"1,980",270,263,871.1,1989.1,29.02,0,230,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",89.25B,"1,980",450,263,870.4,1989.1,29.02,0,229,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",89.25A,"1,980",180,263,870.4,1989.1,29.02,0,229,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",52.89,"1,980",255,255,843.8,1989.1,29.02,0,213,3.6,7,45,0
부평구,산곡동,"우성1,2,3차",128.92,"1,980",90,240,794.9,1989.1,29.02,0,213,3.6,7,45,0
부평구,산곡동,우성4차,102.47,494,270,254,838.8,1991.01,27.11,0,220,3.6,7,45,0
부평구,산곡동,푸르지오,78.47,765,175,497,"1,643.00",2011.1,7.02,0,192,3.6,7,45,0
부평구,산곡동,푸르지오,79.08A,765,41,493,"1,630.30",2011.1,7.02,0,389,3.6,7,45,0
부평구,산곡동,푸르지오,109.28,765,152,421,"1,391.50",2011.1,7.02,0,386,3.6,7,45,0
부평구,산곡동,푸르지오,110.37B,765,120,417,"1,377.80",2011.1,7.02,0,320,3.6,7,45,0
부평구,산곡동,푸르지오,110.39A,765,112,417,"1,377.50",2011.1,7.02,0,317,3.6,7,45,0
부평구,산곡동,푸르지오,142.53,765,117,379,"1,252.50",2011.1,7.02,0,317,3.6,7,45,0
부평구,산곡동,프리상뜨,79.41,335,86,296,978.3,2004.08,14.04,0,309,3.6,7,45,0
부평구,산곡동,프리상뜨,75.9,335,30,290,958.2,2004.08,14.04,0,241,3.6,7,45,0
부평구,산곡동,프리상뜨,103.04A,335,36,247,818.1,2004.08,14.04,0,240,3.6,7,45,0
부평구,산곡동,프리상뜨,104.45B,335,183,244,807.1,2004.08,14.04,0,240,3.6,7,45,0
부평구,산곡동,한신1차,56.19A,542,104,285,941.3,1986.1,32.02,0,213,3.6,7,45,0
부평구,산곡동,한신1차,56.19,542,224,285,941.3,1986.1,32.02,0,205,3.6,7,45,0
부평구,산곡동,한신1차,72.72,542,84,275,909.2,1986.1,32.02,0,227,3.6,7,45,0
부평구,산곡동,한신1차,89.25,542,78,252,833.4,1986.1,32.02,0,227,3.6,7,45,0
부평구,산곡동,한신休,88.03B,703,94,278,920.1,2003.01,15.11,0,212,3.6,7,45,0
부평구,산곡동,한신休,88.03A,703,18,278,920.1,2003.01,15.11,0,212,3.6,7,45,0
부평구,산곡동,한신休,115.51C,703,3,249,822.8,2003.01,15.11,0,212,3.6,7,45,0
부평구,산곡동,한신休,115.51D,703,20,249,822.8,2003.01,15.11,0,212,3.6,7,45,0
부평구,산곡동,한신休,115.61B,703,408,249,822.1,2003.01,15.11,0,234,3.6,7,45,0
부평구,산곡동,한신休,115.61A,703,63,249,822.1,2003.01,15.11,0,227,3.6,7,45,0
부평구,산곡동,한양2단지,66.11,720,180,348,"1,150.10",1985.05,33.07,0,227,3.6,7,45,0
부평구,산곡동,한양2단지,82.64F,720,24,339,"1,120.10",1985.05,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,82.64A,720,48,339,"1,120.10",1985.05,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,82.64G,720,86,339,"1,120.10",1985.05,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,82.64B,720,8,339,"1,120.10",1985.05,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,82.64C,720,32,339,"1,120.10",1985.05,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,82.64E,720,12,339,"1,120.10",1985.05,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,82.64D,720,90,339,"1,120.10",1985.05,33.07,0,218,3.6,7,45,0
부평구,산곡동,한양2단지,72.72,720,8,337,"1,113.80",1985.05,33.07,0,200,3.6,7,45,0
부평구,산곡동,한양2단지,72.72A,720,32,337,"1,113.80",1985.05,33.07,0,195,3.6,7,45,0
부평구,산곡동,한양2단지,102.47A,720,32,322,"1,064.60",1985.05,33.07,0,195,3.6,7,45,0
부평구,산곡동,한양2단지,102.47D,720,40,322,"1,064.60",1985.05,33.07,0,195,3.6,7,45,0
부평구,산곡동,한양2단지,102.47E,720,60,322,"1,064.60",1985.05,33.07,0,195,3.6,7,45,0
부평구,산곡동,한양2단지,102.47B,720,6,322,"1,064.60",1985.05,33.07,0,195,3.6,7,45,0
부평구,산곡동,한양2단지,102.47C,720,24,322,"1,064.60",1985.05,33.07,0,195,3.6,7,45,0
부평구,산곡동,한양2단지,102.47F,720,8,322,"1,064.60",1985.05,33.07,0,208,3.6,7,45,0
부평구,산곡동,한양2단지,122.31,720,30,319,"1,054.10",1985.05,33.07,0,261,3.6,7,45,0
부평구,산곡동,한양8차,105.78,208,136,241,796.9,1993.09,25.03,0,257,3.6,7,45,0
부평구,산곡동,한화1단지,80.56,744,76,317,"1,046.40",1997.03,21.09,0,224,3.6,7,45,0
부평구,산곡동,한화1단지,109.1,744,360,289,954.5,1997.03,21.09,0,285,3.6,7,45,0
부평구,산곡동,한화1단지,127.09,744,80,268,884.4,1997.03,21.09,0,245,3.6,7,45,0
부평구,산곡동,한화2단지,80.78,"1,280",526,347,"1,145.90",1999.09,19.03,0,240,3.6,7,45,0
부평구,산곡동,한화2단지,108.21,"1,280",358,314,"1,038.70",1999.09,19.03,0,224,3.6,7,45,0
부평구,산곡동,한화2단지,110.35,"1,280",240,308,"1,018.60",1999.09,19.03,0,209,3.6,7,45,0
부평구,산곡동,한화2단지,127.19,"1,280",80,271,896.7,1999.09,19.03,0,213,3.6,7,45,0
부평구,산곡동,현대(179-92),82.32,384,160,255,843.3,1999.11,19.01,0,205,3.6,7,45,0
부평구,산곡동,현대(179-92),109.89,384,174,241,797.2,1999.11,19.01,0,213,3.6,7,45,0
부평구,산곡동,현대(307),127.29,"2,204",147,263,870,1985.1,33.02,0,213,3.6,7,45,0
부평구,산곡동,현대(307),89.22B,"2,204",180,261,861.5,1985.1,33.02,0,193,3.6,7,45,0
부평구,산곡동,현대(307),89.38A,"2,204",408,260,859.9,1985.1,33.02,0,192,3.6,7,45,0
부평구,산곡동,현대(307),103.88B,"2,204",55,248,819.4,1985.1,33.02,0,192,3.6,7,45,0
부평구,산곡동,현대(307),104,"2,204",837,248,818.5,1985.1,33.02,0,199,3.6,7,45,0
부평구,산곡동,현대(307),104.41E,"2,204",270,247,815.3,1985.1,33.02,0,223,3.6,7,45,0
부평구,산곡동,현대(307),169.74,"2,204",56,242,798.5,1985.1,33.02,0,222,3.6,7,45,0
부평구,산곡동,현대2차,56.19,"1,496",90,298,985.4,1988.04,30.08,0,215,3.6,7,45,0
부평구,산곡동,현대2차,69.42,"1,496",120,288,952.4,1988.04,30.08,0,213,3.6,7,45,0
부평구,산곡동,현대2차,89.25A,"1,496",146,286,944.5,1988.04,30.08,0,213,3.6,7,45,0
부평구,산곡동,현대2차,89.25B,"1,496",120,286,944.5,1988.04,30.08,0,213,3.6,7,45,0
부평구,산곡동,현대2차,89.25C,"1,496",60,286,944.5,1988.04,30.08,0,213,3.6,7,45,0
부평구,산곡동,현대2차,89.25D,"1,496",210,286,944.5,1988.04,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,105.78B,"1,496",60,269,890.7,1988.04,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,105.78A,"1,496",60,269,890.7,1988.04,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,105.78H,"1,496",60,269,890.7,1988.04,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,105.78C,"1,496",30,269,890.7,1988.04,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,105.78F,"1,496",30,269,890.7,1988.04,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,105.78D,"1,496",30,269,890.7,1988.04,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,105.78G,"1,496",30,269,890.7,1988.04,30.08,0,208,3.6,7,45,0
부평구,산곡동,현대2차,105.78E,"1,496",270,269,890.7,1988.04,30.08,0,205,3.6,7,45,0
부평구,산곡동,현대2차,82.64,"1,496",180,269,890.1,1988.04,30.08,0,205,3.6,7,45,0
부평구,산곡동,현대3차,89.25,"1,200",210,269,889,1989.09,29.03,0,224,3.6,7,45,0
부평구,산곡동,현대3차,105.78,"1,200",540,260,859.4,1989.09,29.03,0,208,3.6,7,45,0
부평구,산곡동,현대3차,128.92,"1,200",60,248,820.6,1989.09,29.03,0,268,3.6,7,45,0
부평구,산곡동,현대5차,72.72,"1,161",407,330,"1,091.00",1993.11,25.01,0,256,3.6,7,45,0
부평구,산곡동,현대5차,105.78,"1,161",530,307,"1,015.70",1993.11,25.01,0,232,3.6,7,45,0
부평구,산곡동,현대5차,76.03,"1,161",18,289,956.6,1993.11,25.01,0,225,3.6,7,45,0
부평구,산곡동,현대5차,109.09,"1,161",19,280,924.3,1993.11,25.01,0,193,3.6,7,45,0
부평구,십정동,광명,59.5,100,40,210,694.5,1987.12,31,2,71,2.89,3,39,1
부평구,십정동,광명,62.81,100,60,203,671.1,1987.12,31,2,68,2.89,3,39,1
부평구,십정동,금성,59.50A,185,5,261,861.2,1984.02,34.1,2,76,2.89,3,39,1
부평구,십정동,금성,59.5,185,90,261,861.2,1984.02,34.1,2,76,2.89,3,39,1
부평구,십정동,금성,66.11,185,90,257,850.1,1984.02,34.1,2,72,2.89,3,39,1
부평구,십정동,금호어울림,113.09,290,206,254,840.4,2008.06,10.06,2,225,2.89,3,39,1
부평구,십정동,금호어울림,145.28,290,84,234,773.7,2008.06,10.06,2,189,2.89,3,39,1
부평구,십정동,대주파크빌,109.09,312,143,225,742.4,2001.1,17.02,2,157,2.89,3,39,1
부평구,십정동,대주파크빌,85.95,312,169,198,653.9,2001.1,17.02,2,142,2.89,3,39,1
부평구,십정동,동보,105.78,207,87,220,726.6,1998.07,20.05,2,184,2.89,3,39,1
부평구,십정동,동보,36.36,207,78,213,704.6,1998.07,20.05,2,151,2.89,3,39,1
부평구,십정동,동보,168.59,207,42,154,509.8,1998.07,20.05,2,133,2.89,3,39,1
부평구,십정동,동암신동아,79.33,"1,690",666,280,927.2,2000.09,18.03,2,227,2.89,3,39,1
부평구,십정동,동암신동아,109.09,"1,690",672,254,840.9,2000.09,18.03,2,206,2.89,3,39,1
부평구,십정동,동암신동아,161.98,"1,690",352,198,653.1,2000.09,18.03,2,161,2.89,3,39,1
부평구,십정동,목동휘버스,104.01B,64,1,200,659.5,2005.08,13.04,2,94,2.89,3,39,1
부평구,십정동,목동휘버스,104.01A,64,58,200,659.5,2005.08,13.04,2,94,2.89,3,39,1
부평구,십정동,백영,82.64,206,206,200,660,1997.05,21.07,2,163,2.89,3,39,1
부평구,십정동,브라운스톤백운,81.3,261,24,277,914.9,2014.06,4.06,2,215,2.89,3,39,1
부평구,십정동,브라운스톤백운,113.25,261,146,269,890.3,2014.06,4.06,2,185,2.89,3,39,1
부평구,십정동,브라운스톤백운,113.78A,261,39,268,886.2,2014.06,4.06,2,185,2.89,3,39,1
부평구,십정동,브라운스톤백운,113.78B,261,52,268,886.2,2014.06,4.06,2,185,2.89,3,39,1
부평구,십정동,삼용,62.81,45,45,191,631.6,1986.11,32.01,2,155,2.89,3,39,1
부평구,십정동,신태양,56.19,100,100,151,500.1,1988.01,30.11,2,116,2.89,3,39,1
부평구,십정동,약산,99.17,60,30,192,633.4,1986.01,32.11,2,96,2.89,3,39,1
부평구,십정동,약산,82.64,60,30,127,420,1986.01,32.11,2,91,2.89,3,39,1
부평구,십정동,예원,76.03,120,80,224,739.2,1984.01,34.11,2,72,2.89,3,39,1
부평구,십정동,예원,66.11,120,40,219,725.1,1984.01,34.11,2,69,2.89,3,39,1
부평구,십정동,정원,56.19,138,138,160,529.5,1987.1,31.02,2,98,2.89,3,39,1
부평구,십정동,주공뜨란채,79.54,920,350,308,"1,018.30",2005.07,13.05,2,270,2.89,3,39,1
부평구,십정동,주공뜨란채,65.58A,920,44,286,945.2,2005.07,13.05,2,252,2.89,3,39,1
부평구,십정동,주공뜨란채,65.69B,920,110,285,943.6,2005.07,13.05,2,251,2.89,3,39,1
부평구,십정동,주공뜨란채,65.99C,920,70,284,939.3,2005.07,13.05,2,250,2.89,3,39,1
부평구,십정동,주공뜨란채,109.09A,920,80,257,848.5,2005.07,13.05,2,234,2.89,3,39,1
부평구,십정동,주공뜨란채,109.26C,920,43,256,847.2,2005.07,13.05,2,233,2.89,3,39,1
부평구,십정동,주공뜨란채,109.28B,920,223,256,847,2005.07,13.05,2,233,2.89,3,39,1
부평구,십정동,한국,79.33,194,34,236,781.3,1998.01,20.11,2,195,2.89,3,39,1
부평구,십정동,한국,85.95,194,44,218,721.2,1998.01,20.11,2,180,2.89,3,39,1
부평구,십정동,한국,89.25,194,108,210,694.5,1998.01,20.11,2,174,2.89,3,39,1
부평구,부개동,뉴서울,62.81,"1,140",75,306,"1,013.20",1989.08,29.04,3,106,2.79,3,48,0
부평구,부개동,뉴서울,56.19,"1,140","1,065",285,941.3,1989.08,29.04,3,88,2.79,3,48,0
부평구,부개동,대동,56.19,708,168,294,970.7,1989.04,29.08,3,243,2.79,3,48,0
부평구,부개동,대동,52.89,708,144,293,968.8,1989.04,29.08,3,214,2.79,3,48,0
부평구,부개동,대동,59.50B,708,108,286,944.5,1989.04,29.08,3,180,2.79,3,48,0
부평구,부개동,대동,59.50A,708,12,286,944.5,1989.04,29.08,3,174,2.79,3,48,0
부평구,부개동,대동,72.72,708,60,282,931.9,1989.04,29.08,3,174,2.79,3,48,0
부평구,부개동,대동,69.42,708,60,281,928.6,1989.04,29.08,3,172,2.79,3,48,0
부평구,부개동,대동,66.11B,708,36,280,925.1,1989.04,29.08,3,170,2.79,3,48,0
부평구,부개동,대동,66.11A,708,12,280,925.1,1989.04,29.08,3,168,2.79,3,48,0
부평구,부개동,대동,62.81,708,108,279,921.1,1989.04,29.08,3,168,2.79,3,48,0
부평구,부개동,대동(고층),102.47,686,686,281,927.5,1991.04,27.08,3,167,2.79,3,48,0
부평구,부개동,대진,56.19,258,180,280,926.6,1988.11,30.01,3,160,2.79,3,48,0
부평구,부개동,대진,56.19A,258,12,280,926.6,1988.11,30.01,3,234,2.79,3,48,0
부평구,부개동,대진,66.11,258,60,280,925.1,1988.11,30.01,3,197,2.79,3,48,0
부평구,부개동,대진,66.11A,258,6,280,925.1,1988.11,30.01,3,197,2.79,3,48,0
부평구,부개동,동아,52.89,384,144,293,968.8,1988.1,30.02,3,160,2.79,3,48,0
부평구,부개동,동아,49.58,384,24,292,966.8,1988.1,30.02,3,160,2.79,3,48,0
부평구,부개동,동아,66.11,384,204,291,962.6,1988.1,30.02,3,182,2.79,3,48,0
부평구,부개동,동아,82.64,384,12,257,850.1,1988.1,30.02,3,171,2.79,3,48,0
부평구,부개동,리노빌,69.25,103,1,318,"1,050.20",2003.09,15.03,3,163,2.79,3,48,0
부평구,부개동,리노빌,75.62,103,71,311,"1,027.30",2003.09,15.03,3,161,2.79,3,48,0
부평구,부개동,리노빌,55.25,103,3,290,957.3,2003.09,15.03,3,126,2.79,3,48,0
부평구,부개동,리노빌,62.78,103,1,287,947.8,2003.09,15.03,3,122,2.79,3,48,0
부평구,부개동,리노빌,105.8,103,22,260,859.3,2003.09,15.03,3,120,2.79,3,48,0
부평구,부개동,리노빌,96.22,103,2,260,858.9,2003.09,15.03,3,117,2.79,3,48,0
부평구,부개동,리노빌,48.35,103,3,176,581.2,2003.09,15.03,3,111,2.79,3,48,0
부평구,부개동,백영,79.33,128,84,277,916.8,1999.02,19.1,3,223,2.79,3,48,0
부평구,부개동,백영,109.09,128,44,231,765.2,1999.02,19.1,3,222,2.79,3,48,0
부평구,부개동,백조,66.11,280,35,200,662.6,1981.09,37.03,3,205,2.79,3,48,0
부평구,부개동,백조,72.72,280,15,182,602.3,1981.09,37.03,3,134,2.79,3,48,0
부평구,부개동,백조,79.33,280,70,180,593.8,1981.09,37.03,3,134,2.79,3,48,0
부평구,부개동,부개역동도센트리움,60.40C,217,56,373,"1,231.50",2014.1,4.02,3,131,2.79,3,48,0
부평구,부개동,부개역동도센트리움,60.42B,217,26,372,"1,231.10",2014.1,4.02,3,119,2.79,3,48,0
부평구,부개동,부개역동도센트리움,60.50G,217,14,372,"1,229.40",2014.1,4.02,3,240,2.79,3,48,0
부평구,부개동,부개역동도센트리움,57.79E,217,14,355,"1,172.70",2014.1,4.02,3,211,2.79,3,48,0
부평구,부개동,부개역동도센트리움,52.54D2,217,14,347,"1,148.30",2014.1,4.02,3,120,2.79,3,48,0
부평구,부개동,부개역동도센트리움,55.64F,217,15,324,"1,069.50",2014.1,4.02,3,113,2.79,3,48,0
부평구,부개동,부개역동도센트리움,45.54D1,217,13,318,"1,052.60",2014.1,4.02,3,103,2.79,3,48,0
부평구,부개동,부개역동도센트리움,45.54D,217,15,318,"1,052.60",2014.1,4.02,3,375,2.79,3,48,0
부평구,부개동,부개역동도센트리움,78.54A,217,50,296,978.6,2014.1,4.02,3,370,2.79,3,48,0
부평구,부개동,부개역푸르지오,84.69A,"1,054",180,449,"1,483.30",2010.01,8.11,3,325,2.79,3,48,0
부평구,부개동,부개역푸르지오,85.88B,"1,054",50,442,"1,462.70",2010.01,8.11,3,323,2.79,3,48,0
부평구,부개동,부개역푸르지오,113.83C,"1,054",80,404,"1,335.90",2010.01,8.11,3,320,2.79,3,48,0
부평구,부개동,부개역푸르지오,114.70A,"1,054",128,401,"1,325.80",2010.01,8.11,3,261,2.79,3,48,0
부평구,부개동,부개역푸르지오,115.57B,"1,054",81,398,"1,315.80",2010.01,8.11,3,260,2.79,3,48,0
부평구,부개동,부개역푸르지오,158.72A,"1,054",230,329,"1,088.30",2010.01,8.11,3,259,2.79,3,48,0
부평구,부개동,부개역푸르지오,159.82C,"1,054",132,327,"1,080.80",2010.01,8.11,3,215,2.79,3,48,0
부평구,부개동,부개역푸르지오,160.13B,"1,054",89,326,"1,078.70",2010.01,8.11,3,214,2.79,3,48,0
부평구,부개동,부개역푸르지오,192.96A,"1,054",42,295,976.5,2010.01,8.11,3,214,2.79,3,48,0
부평구,부개동,부개역푸르지오,193.67C,"1,054",21,294,972.9,2010.01,8.11,3,66,2.79,3,48,0
부평구,부개동,부개역푸르지오,194.28B,"1,054",21,293,969.9,2010.01,8.11,3,269,2.79,3,48,0
부평구,부개동,삼이,72.72,50,50,193,636.4,1983.05,35.07,3,103,2.79,3,48,0
부평구,부개동,상우신명보람,135.53,576,576,321,"1,061.00",1998.07,20.05,3,103,2.79,3,48,0
부평구,부개동,성업,62.81,80,40,183,605.3,1985.05,33.07,3,227,2.79,3,48,0
부평구,부개동,성업,72.72,80,40,172,568.2,1985.05,33.07,3,221,2.79,3,48,0
부평구,부개동,성일,69.42,415,338,281,928.6,1990.11,28.01,3,84,2.79,3,48,0
부평구,부개동,성일,79.33,415,77,271,895.9,1990.11,28.01,3,76,2.79,3,48,0
부평구,부개동,세인,72.72,74,74,206,681.9,1980.12,38,3,179,2.79,3,48,0
부평구,부개동,신삼호,59.5,60,40,210,694.5,1981.07,37.05,3,176,2.79,3,48,0
부평구,부개동,신삼호,66.11,60,20,189,625.1,1981.07,37.05,3,166,2.79,3,48,0
부평구,부개동,오성,69.67A,165,25,251,830.4,1984.08,34.04,3,156,2.79,3,48,0
부평구,부개동,오성,70.84B,165,30,247,816.7,1984.08,34.04,3,155,2.79,3,48,0
부평구,부개동,오성,75.49A,165,5,232,766.3,1984.08,34.04,3,146,2.79,3,48,0
부평구,부개동,오성,67.28A,165,70,216,712.5,1984.08,34.04,3,155,2.79,3,48,0
부평구,부개동,오성,67.69B,165,30,214,708.1,1984.08,34.04,3,79,2.79,3,48,0
부평구,부개동,오성,72.07,165,5,201,665.1,1984.08,34.04,3,275,2.79,3,48,0
부평구,부개동,욱일,66.11,468,468,265,875.1,1988.1,30.02,3,267,2.79,3,48,0
부평구,부개동,인우,82.64,40,40,200,660,1984.09,34.03,3,266,2.79,3,48,0
부평구,부개동,주공1단지,80.41A,"1,044",160,336,"1,110.00",1996.12,22,3,258,2.79,3,48,0
부평구,부개동,주공1단지,80.91B,"1,044",144,334,"1,103.20",1996.12,22,3,255,2.79,3,48,0
부평구,부개동,주공1단지,81.32,"1,044",284,332,"1,097.60",1996.12,22,3,271,2.79,3,48,0
부평구,부개동,주공1단지,70.96,"1,044",119,331,"1,094.80",1996.12,22,3,267,2.79,3,48,0
부평구,부개동,주공1단지,84.20A,"1,044",337,321,"1,060.10",1996.12,22,3,265,2.79,3,48,0
부평구,부개동,주공3단지,54.51,"1,724",267,326,"1,076.50",1996.1,22.02,3,264,2.79,3,48,0
부평구,부개동,주공3단지,70.97,"1,724",238,324,"1,071.30",1996.1,22.02,3,253,2.79,3,48,0
부평구,부개동,주공3단지,79.22A,"1,724",400,320,"1,057.80",1996.1,22.02,3,283,2.79,3,48,0
부평구,부개동,주공3단지,80.41C,"1,724",160,307,"1,013.40",1996.1,22.02,3,280,2.79,3,48,0
부평구,부개동,주공3단지,80.91B,"1,724",144,300,990.8,1996.1,22.02,3,266,2.79,3,48,0
부평구,부개동,주공5단지,79.41B,"1,317",49,343,"1,134.40",1998.07,20.05,3,276,2.79,3,48,0
부평구,부개동,주공5단지,80.33A,"1,317",911,339,"1,121.40",1998.07,20.05,3,265,2.79,3,48,0
부평구,부개동,주공6단지,109.09,"1,240","1,240",325,"1,075.80",1997.11,21.01,3,265,2.79,3,48,0
부평구,부개동,주공7단지,76.03,957,270,329,"1,087.00",1998.07,20.05,3,265,2.79,3,48,0
부평구,부개동,주공7단지,62.81,957,28,316,"1,046.10",1998.07,20.05,3,255,2.79,3,48,0
부평구,부개동,주공7단지,79.33C,957,240,310,"1,026.20",1998.07,20.05,3,254,2.79,3,48,0
부평구,부개동,주공7단지,79.33B,957,300,310,"1,026.20",1998.07,20.05,3,242,2.79,3,48,0
부평구,부개동,주공7단지,79.33A,957,60,310,"1,026.20",1998.07,20.05,3,120,2.79,3,48,0
부평구,부개동,주공7단지,66.11,957,19,301,993.8,1998.07,20.05,3,118,2.79,3,48,0
부평구,부개동,주공7단지,82.64,957,40,298,985.1,1998.07,20.05,3,112,2.79,3,48,0
부평구,부개동,진양,79.33,96,6,176,583.4,1989.11,29.01,3,84,2.79,3,48,0
부평구,부개동,진양,69.42,96,24,173,571.4,1989.11,29.01,3,72,2.79,3,48,0
부평구,부개동,태산,62.81,110,10,171,565.8,1984.12,34,3,291,2.79,3,48,0
부평구,부개동,"푸른마을삼부,한신",125.62,"1,020",516,342,"1,131.60",1999.06,19.06,3,244,2.79,3,48,0
부평구,부개동,"푸른마을삼부,한신",161.98,"1,020",504,282,933.7,1999.06,19.06,3,128,2.79,3,48,0
부평구,부개동,한국,148.76,580,34,195,644.4,1992.07,26.05,3,124,2.79,3,48,0
부평구,부개동,한국,92.56,580,102,194,642.9,1992.07,26.05,3,111,2.79,3,48,0
부평구,부개동,한국,105.78,580,444,180,593.8,1992.07,26.05,3,71,2.79,3,48,0
부평구,부개동,한양,59.5,40,40,202,666.7,1981.12,37,3,128,2.79,3,48,0
부평구,부개동,현대,82.64,184,112,254,840.1,1993.05,25.07,3,212,2.79,3,48,0
부평구,부개동,현대,109.09,184,72,234,772.7,1993.05,25.07,3,193,2.79,3,48,0
부평구,삼산동,광명12차,95.86,456,36,193,638,1990.07,28.05,2,144,3.08,2,36,1
부평구,삼산동,광명12차,72.72,456,192,193,636.4,1990.07,28.05,2,143,3.08,2,36,1
부평구,삼산동,광명12차,76.03,456,60,184,608.7,1990.07,28.05,2,138,3.08,2,36,1
부평구,삼산동,광명12차,59.5,456,168,181,597.3,1990.07,28.05,2,120,3.08,2,36,1
부평구,삼산동,광명13차,72.72,168,96,158,522.8,1990.1,28.02,2,103,3.08,2,36,1
부평구,삼산동,광명13차,59.5,168,72,147,486.1,1990.1,28.02,2,97,3.08,2,36,1
부평구,삼산동,대보,89.25A,340,1,196,648.2,1985.05,33.07,2,105,3.08,2,36,1
부평구,삼산동,대보,89.25,340,9,196,648.2,1985.05,33.07,2,101,3.08,2,36,1
부평구,삼산동,대보,76.03,340,170,194,641.3,1985.05,33.07,2,101,3.08,2,36,1
부평구,삼산동,대보,85.95,340,150,192,634.6,1985.05,33.07,2,99,3.08,2,36,1
부평구,삼산동,대보,69.42,340,10,184,607.2,1985.05,33.07,2,94,3.08,2,36,1
부평구,삼산동,동남,62.81,138,12,167,552.6,1989.12,29,2,104,3.08,2,36,1
부평구,삼산동,동남,92.56,138,6,157,517.9,1989.12,29,2,104,3.08,2,36,1
부평구,삼산동,동남,79.33,138,6,145,479.2,1989.12,29,2,95,3.08,2,36,1
부평구,삼산동,동남,69.42A,138,84,144,476.2,1989.12,29,2,92,3.08,2,36,1
부평구,삼산동,동남,69.42,138,30,144,476.2,1989.12,29,2,88,3.08,2,36,1
부평구,삼산동,벽산블루밍,76.02,412,180,372,"1,228.50",2005.12,13,2,309,3.08,2,36,1
부평구,삼산동,벽산블루밍,105.78B,412,15,317,"1,046.90",2005.12,13,2,269,3.08,2,36,1
부평구,삼산동,벽산블루밍,107.16A,412,217,313,"1,033.40",2005.12,13,2,266,3.08,2,36,1
부평구,삼산동,부영,59.5,280,80,176,583.4,1984.08,34.04,2,105,3.08,2,36,1
부평구,삼산동,부영,66.11,280,40,174,575.1,1984.08,34.04,2,95,3.08,2,36,1
부평구,삼산동,부영,76.03,280,70,171,565.2,1984.08,34.04,2,89,3.08,2,36,1
부평구,삼산동,삼보,105.78,630,150,225,742.2,1990.12,28,2,184,3.08,2,36,1
부평구,삼산동,삼보,92.56,630,30,216,714.3,1990.12,28,2,172,3.08,2,36,1
부평구,삼산동,삼보,72.65,630,90,213,705.3,1990.12,28,2,169,3.08,2,36,1
부평구,삼산동,삼보,85.95,630,255,207,682.7,1990.12,28,2,167,3.08,2,36,1
부평구,삼산동,삼보,79.33,630,105,205,677.2,1990.12,28,2,158,3.08,2,36,1
부평구,삼산동,삼산타운1단지,79.91A,"1,873",909,413,"1,365.20",2005.06,13.06,2,338,3.08,2,36,1
부평구,삼산동,삼산타운1단지,80.01B,"1,873",51,412,"1,363.50",2005.06,13.06,2,337,3.08,2,36,1
부평구,삼산동,삼산타운1단지,84.51,"1,873",78,402,"1,330.00",2005.06,13.06,2,326,3.08,2,36,1
부평구,삼산동,삼산타운1단지,70.53A,"1,873",750,397,"1,312.40",2005.06,13.06,2,326,3.08,2,36,1
부평구,삼산동,삼산타운1단지,70.55B,"1,873",85,383,"1,265.20",2005.06,13.06,2,325,3.08,2,36,1
